K_beta	Mean_C1	Mean_C2	N	N_C1	N_C2	N_Tail	pi_C1	pi_C2	pi_Tail	rcc_C1	rcc_C2	rcc_Tail	Scale_Tail	Shape_Tail	tail	Variance_C1	Variance_C2	NLL	BIC	AIC	entropy	ICL	reduced.entropy	reICL	size	sse_total	sse_0_0.1	sse_0.1_0.2	sse_0.2_0.3	sse_0.3_0.4	sse_0.4_0.5	sse_0.5_0.6	sse_0.6_0.7	sse_0.7_0.8	sse_0.8_0.9	sse_0.9_1	sample	karyotype	Mean_Tail	Variance_Tail	Mean_C3	N_C3	pi_C3	rcc_C3	Variance_C3
2	0.4398337777470199	0.19258511170116036	557	151	339	67	0.25986552261248436	0.5846933576637139	0.15544111972380184	TRUE	TRUE	FALSE	0.07142857042857143	2.2499438338877806	TRUE	0.003111698564007711	0.004018043609715926	-483.4324903338645	-909.9618935083835	-948.864980667729	180.5289825781443	-729.4329109302391	32.31919744219081	-877.6426960661927	9	0.0016794630503381375	4.686420001134646e-4	4.140652747771321e-4	4.1386665107976355e-4	6.056707366850129e-5	2.4428577320766257e-4	7.792504215910249e-5	1.0135863991882406e-7	6.002983617559085e-9	2.6162454922431855e-9	1.2574634822709283e-9	./161022_HMFregCPCT_FR12244707_FR12244333_CPCT02070020	2:0	0.12857399448046866	0.029396266042440188	NA	NA	NA	NA	NA
2	0.30649312917425936	0.13351008318758875	223	92	131	0	0.40674226559250537	0.5932577344074946	0	TRUE	TRUE	FALSE	NA	NA	FALSE	0.00202241688712988	0.001990038107925055	-250.57231721997252	-468.7016038111843	-489.14463443994504	18.884507999774314	-449.81709581141	18.88450799977431	-449.81709581141	6	0.0035587669703782496	2.861358236544955e-4	0.0024581605661739185	3.4450192241856757e-4	3.9814739479864707e-4	7.182113570863861e-5	1.2762398222504475e-10	1.0455520559336306e-20	2.950805113112577e-33	3.753666977785376e-54	2.793009962128151e-83	./161022_HMFregCPCT_FR12244707_FR12244333_CPCT02070020	2:2	NA	NA	NA	NA	NA	NA	NA
1	0.24663804767192646	NA	1867	1600	NA	267	0.8326216773644548	NA	0.16737832263554514	TRUE	NA	TRUE	0.053691274167785234	1.5172525563246666	TRUE	0.0019731554330502206	NA	-2552.570886678324	-5059.949244495398	-5093.141773356648	238.1352683643226	-4821.813976131075	-0	-5059.949244495398	6	0.0018316784288153788	7.269215190778914e-4	3.1874140140411523e-4	7.668310581349303e-4	1.7787922254501264e-5	8.537507653302608e-7	2.1184683224861211e-7	2.5669090389912605e-7	4.063008219603563e-8	2.144223189068946e-8	1.2167128375902922e-8	./161022_HMFregCPCT_FR12244725_FR12244336_CPCT02010419	1:0	0.15749216120310142	Inf	NA	NA	NA	NA	NA
1	0.19843307511900268	NA	5809	5462	NA	347	0.9275181457323832	NA	0.07248185426761673	TRUE	NA	TRUE	0.05027932860893855	1.5680905365809414	TRUE	0.0012440189332201068	NA	-10103.53801044921	-20155.073038590464	-20195.07602089842	484.85140594309416	-19670.22163264737	-0	-20155.073038590464	6	0.001660245062548845	5.479711248947708e-5	9.091405209081992e-4	6.952106403108775e-4	9.528752870560511e-7	6.510724351747967e-8	3.855601383873716e-8	9.214823087124896e-9	2.690972679785936e-8	2.643103761491836e-9	1.4826422325658596e-9	./161022_HMFregCPCT_FR12244725_FR12244336_CPCT02010419	1:1	0.13878516592061987	Inf	NA	NA	NA	NA	NA
2	0.33106236960971025	0.163205906494216	3036	396	2640	0	0.13036265601546546	0.8696373439845346	0	TRUE	FALSE	FALSE	NA	NA	FALSE	0.0014613019926861064	0.001002708031240659	-4934.014606040165	-9819.919435249236	-9856.02921208033	49.86965861286098	-9770.049776636375	49.86965861286097	-9770.049776636375	6	0.0022372791823972115	5.042972202078103e-5	0.0017277658537549962	4.225687035612529e-4	3.381667056350864e-5	2.6982285096525917e-6	3.987020126858e-12	2.980539768798171e-25	3.80469268196915e-42	1.3415270984901138e-71	1.2410749240740442e-126	./161022_HMFregCPCT_FR12244725_FR12244336_CPCT02010419	2:1	NA	NA	NA	NA	NA	NA	NA
2	0.40365717609378415	0.19873907184531975	1216	217	935	64	0.17571088400464482	0.7535434453685816	0.0707456706267735	FALSE	TRUE	FALSE	0.05228758069934641	1.346748408187954	TRUE	0.0016388781931524386	0.001414803886043812	-1502.3101334033702	-2940.690368244005	-2986.6202668067403	144.52127822979773	-2796.1690900142075	14.393015289464785	-2926.29735295454	9	0.0019555483785713063	1.5726059738943186e-4	7.158161861846766e-4	9.962380629374454e-4	4.270521101199053e-5	3.956168367657519e-5	3.9199383671244184e-6	2.2266759565161597e-8	1.3021310939700801e-8	7.1778257961801996e-9	4.233107761471456e-9	./161022_HMFregCPCT_FR12244725_FR12244336_CPCT02010419	2:0	0.2030815842611568	Inf	NA	NA	NA	NA	NA
2	0.28231119527810733	0.13964583892913598	404	53	351	0	0.12830911139720907	0.871690888602791	0	TRUE	FALSE	FALSE	NA	NA	FALSE	7.745826947934884e-4	6.575606220415027e-4	-751.5453790583082	-1467.0822688488495	-1491.0907581166164	3.5560341423725648	-1463.526234706477	3.5560341423725803	-1463.526234706477	6	0.0027456217797819367	5.191796729757714e-4	0.0020328022925232693	1.2029923868403062e-4	7.334053742724165e-5	3.8171623381056326e-11	1.4523244400393325e-26	3.530970450197843e-54	6.791031381108325e-88	5.4697623481088004e-145	1.519149851656917e-249	./161022_HMFregCPCT_FR12244725_FR12244336_CPCT02010419	2:2	NA	NA	NA	NA	NA	NA	NA
2	0.430118703571659	0.1675437719725256	6404	4898	1491	15	0.7535721321214821	0.22398982702726178	0.022438040851256065	TRUE	FALSE	FALSE	0.05238095138095238	0.9327588964691472	TRUE	0.003091250391247752	0.005947795707481171	-5801.446059401734	-11524.010016136417	-11584.892118803467	873.3183479539383	-10650.691668182479	416.84112840011704	-11107.1688877363	9	7.324588457296862e-4	2.678976894642374e-4	7.141590774284482e-5	2.6873645837059777e-5	1.2240420091759552e-4	1.1132022181897744e-4	1.3207960832117735e-4	8.376775839594238e-8	1.399730287480347e-7	1.824747870026955e-7	6.13560536472682e-8	./161022_HMFregCPCT_FR12244737_FR12244339_CPCT02080033	1:1	Inf	Inf	NA	NA	NA	NA	NA
2	0.3495393988178158	0.1875150286424019	4277	1825	1828	624	0.4128506329655962	0.4097542784426717	0.17739508859173206	TRUE	TRUE	FALSE	0.05035971123021583	1.7489815806499533	TRUE	0.0023900142237959798	0.0020222026502004055	-3987.8876620938727	-7900.526260213704	-7957.775324187745	1131.5345479187597	-6768.991712294944	417.0187706718467	-7483.507489541857	9	0.0013387381230986902	0.001146489141498432	4.1104285610598314e-5	8.073988748165365e-5	3.717175545982232e-5	3.280136462983375e-5	3.457823459105317e-7	6.051976088239085e-8	1.4381644027449874e-8	7.153133753611395e-9	3.851533776209086e-9	./161022_HMFregCPCT_FR12244738_FR12244347_CPCT02040043	2:1	0.11759729427800525	Inf	NA	NA	NA	NA	NA
2	0.5130752242047607	0.11934400519380739	1294	753	541	0	0.5825206812175314	0.4174793187824686	0	TRUE	FALSE	FALSE	NA	NA	FALSE	0.00670040607863379	0.0011051597391015088	-1065.4291507293758	-2087.8653406083868	-2118.8583014587516	8.545976966125425	-2079.319363642261	8.545976966125398	-2079.3193636422616	6	0.0036181636410657263	0.0013474758447055526	0.0012443400789391777	4.512631037593069e-5	5.0312789618113525e-5	1.0635097488140162e-4	7.60009880648699e-4	6.392950274579728e-5	6.1738731139679e-7	8.718396531882488e-10	3.885356452220418e-18	./161022_HMFregCPCT_FR12244738_FR12244347_CPCT02040043	2:0	NA	NA	NA	NA	NA	NA	NA
1	0.29204347130277647	NA	3869	3296	NA	573	0.8344303081659398	NA	0.16556969183406015	TRUE	NA	TRUE	0.05035971123021583	1.415413374690084	TRUE	0.002088837332327715	NA	-5045.778509047736	-10041.99250996727	-10079.557018095473	370.38698972406354	-9671.605520243205	-0	-10041.99250996727	6	0.0012193211168794605	1.2223585714854306e-4	1.0797581986272336e-4	6.126116342652513e-4	3.705308116440866e-4	5.423252868138253e-6	3.557359363525555e-7	9.662253769871762e-8	4.923174873611956e-8	2.6666601546082586e-8	1.5484266384584196e-8	./161022_HMFregCPCT_FR12244738_FR12244347_CPCT02040043	2:2	0.17158765981946453	Inf	NA	NA	NA	NA	NA
3	0.6369575167307333	0.4559343045324103	1449	253	817	111	0.17586390394721985	0.5542124799633923	0.10535885143620541	FALSE	FALSE	FALSE	0.05263157794736842	1.3325758558503837	TRUE	0.0027078300444679736	0.003206736234156207	-888.6862777838976	-1690.029008259947	-1753.3725555677952	392.51565280051636	-1297.5133554594306	118.56461664919723	-1571.4643916107498	12	0.0013006401423872346	6.201756633841703e-4	6.743498753081475e-5	2.218636000354795e-5	5.317180988655947e-5	2.0806184541415535e-4	2.638553305881248e-4	3.962289223423161e-5	2.5260617746550686e-5	8.604830649158146e-7	1.015253416391611e-8	./161023_HMFregCPCT_FR12244714_FR12244334_CPCT02070021	1:0	0.21088593412362025	Inf	0.1306534534731351	268	0.16456476465318243	TRUE	0.0022805417766070053
1	0.31164613129547036	NA	6780	6091	NA	689	0.8864907264935306	NA	0.11350927350646955	TRUE	NA	TRUE	0.050314464408805035	1.1526770835116391	TRUE	0.0017929464457515233	NA	-9525.45587116007	-18997.981348034533	-19038.91174232014	489.36376904042487	-18508.617578994108	-0	-18997.981348034533	6	0.0010715876223573058	1.4034155598472407e-4	7.868696171081982e-5	3.3943235581166895e-4	5.063719413032277e-4	6.370776466914019e-6	1.7205420360941276e-7	9.351418178223933e-8	5.963809724803888e-8	3.6397048594257114e-8	2.242754871744957e-8	./161023_HMFregCPCT_FR12244714_FR12244334_CPCT02070021	1:1	0.3798627060410824	Inf	NA	NA	NA	NA	NA
3	0.47246520366852135	0.2358854179070108	290	65	203	0	0.2249868573443281	0.6977374913105909	0	FALSE	FALSE	FALSE	NA	NA	FALSE	0.0016004537570456134	0.0012260310586305599	-339.46341539558847	-627.8979024843522	-660.9268307911769	7.7862282161608345	-620.1116742681915	7.786228216160832	-620.1116742681915	9	0.002944089409432681	6.674578047183537e-5	2.757230850971794e-4	7.064506780079915e-4	7.437977381749802e-5	8.872268353458668e-4	9.335591076279064e-4	4.149064402736349e-9	6.382151949653959e-19	5.742896821337031e-39	3.919459887952849e-80	./161023_HMFregCPCT_FR12244714_FR12244334_CPCT02070021	2:1	NA	NA	0.11052842715994221	22	0.07727565134508096	TRUE	7.153525703282236e-4
2	0.6265464005187898	0.3088977551463396	221	84	116	21	0.37922565399328295	0.5173103094308458	0.10346403657587121	TRUE	FALSE	FALSE	0.05202312038728324	1.7832808995188094	TRUE	0.0018989120202336123	0.0029060134901644883	-166.03499972648555	-283.48653513931134	-314.0699994529711	12.969689526148398	-270.51684561316296	1.2904804107470556	-282.19605472856426	9	0.0024813345411467194	8.107272795410892e-5	1.7500398705800048e-4	4.107610568375024e-4	5.934771887336277e-4	1.9198127132928448e-4	4.1862877984418016e-4	5.834479204515049e-4	2.69578757113206e-5	2.4819609805712433e-9	1.2512662093073149e-9	./161023_HMFregCPCT_FR12244714_FR12244334_CPCT02070021	2:0	0.11844006023509832	Inf	NA	NA	NA	NA	NA
1	0.18867372730649867	NA	1879	1879	NA	0	1	NA	0	TRUE	NA	TRUE	NA	NA	FALSE	0.005702709377121132	NA	-2284.0376070215275	-4545.459729044815	-4562.075214043055	-0	-4545.459729044815	-0	-4545.459729044815	3	0.002354895116764235	4.7185090955721503e-4	7.550405551010939e-4	0.0010252184120328708	9.305375475131228e-5	9.690788378977407e-6	4.0689393203459945e-8	7.549040389898887e-12	5.219080037651746e-16	1.1376677490132051e-22	2.3607809959200806e-34	./161024_HMFregCPCT_FR10302745_FR10245413_CPCT02050051	1:0	NA	NA	NA	NA	NA	NA	NA
1	0.16437739877287286	NA	3856	3749	NA	107	0.9470170523816644	NA	0.05298294761833556	TRUE	NA	TRUE	0.05384615284615385	1.69472501927746	TRUE	0.001697458773904365	NA	-6513.032602805371	-12976.52089167636	-13014.065205610743	470.74437061900545	-12505.776521057354	-0	-12976.52089167636	6	0.002489871353870337	2.183820229789838e-4	0.0017635473481567789	5.071186148427147e-4	5.415360694436377e-7	9.248876536714432e-8	6.253979969805597e-8	3.803019442543796e-9	1.2142412992998525e-7	1.0200711448961094e-9	5.560368332866468e-10	./161024_HMFregCPCT_FR10302745_FR10245413_CPCT02050051	1:1	0.13135329790644815	Inf	NA	NA	NA	NA	NA
2	0.294381401949722	0.1424222941141275	1661	373	1263	25	0.2251673818097062	0.7417807895824934	0.03305182860780035	TRUE	FALSE	FALSE	0.05421686646987952	2.2680002907756367	TRUE	0.0015318853553996916	0.00123529552998733	-2305.5986760499113	-4544.460776113303	-4593.197352099823	232.14497828087778	-4312.315797832425	90.416929056429	-4454.043847056874	9	0.00177117116052816	2.1888927820668723e-4	0.0014167747145539113	9.664354014903236e-5	3.863748848858551e-5	2.2525239002137376e-7	6.087911977448262e-10	1.5908160583601617e-10	7.230843722481558e-11	3.148683656038954e-11	1.507184469527304e-11	./161024_HMFregCPCT_FR10302745_FR10245413_CPCT02050051	2:1	0.09697463779240424	0.015471697343356856	NA	NA	NA	NA	NA
1	0.3520953144158118	NA	4842	4632	NA	210	0.9483049435682082	NA	0.051695056431791876	TRUE	NA	TRUE	0.059999999	1.4824027751342395	TRUE	0.007867188981413186	NA	-4356.782511750217	-8662.654524675447	-8701.565023500434	296.762976602179	-8365.891548073268	-0	-8662.654524675447	6	0.0014191465822888908	2.0255209903869713e-4	7.460841257742315e-5	5.315253979970605e-4	2.959174681569005e-4	2.2311194325338508e-4	9.109464855813956e-5	1.996885386815001e-7	1.3174872373574044e-7	3.2952277136044134e-9	1.8802171541144876e-9	./161024_HMFregCPCT_FR10304577_FR10245414_CPCT02050052	1:0	0.18437739086575708	Inf	NA	NA	NA	NA	NA
1	0.2318973922946237	NA	27934	27298	NA	636	0.9707123420359998	NA	0.02928765796400029	TRUE	NA	TRUE	0.05128205028205128	1.2811002073953266	TRUE	0.0016848751209463779	NA	-46772.47741408085	-93483.52922897851	-93532.9548281617	1195.4626857304913	-92288.06654324802	-0	-93483.52922897851	6	0.0011281287731775042	2.1380457761157226e-05	3.4209790356970915e-4	7.53703419155268e-4	1.0904760856433756e-5	2.1908470597376383e-8	1.0597368615366445e-8	4.567575262095408e-9	2.720569262551319e-9	1.5250240719077716e-9	9.128271266079538e-10	./161024_HMFregCPCT_FR10304577_FR10245414_CPCT02050052	1:1	0.233715392317728	Inf	NA	NA	NA	NA	NA
2	0.38122636053698716	0.18456707426131982	1133	520	613	0	0.4606547460035925	0.5393452539964075	0	TRUE	TRUE	FALSE	NA	NA	FALSE	0.001933194208509003	0.001273212840765972	-1294.0172979081449	-2545.8388502501216	-2576.0345958162898	23.836688523753914	-2522.002161726368	23.83668852375391	-2522.002161726368	6	0.00155761671100158	4.080316182106232e-6	7.847363482991187e-4	4.0045591951566253e-4	1.3155568529948084e-4	2.3553246004805878e-4	4.769768172389138e-7	7.790048399139843e-7	4.085118358329221e-26	6.536972822346287e-47	8.891511756801185e-87	./161024_HMFregCPCT_FR10304577_FR10245414_CPCT02050052	2:1	NA	NA	NA	NA	NA	NA	NA
1	0.31011867289532524	NA	1038	915	NA	123	0.8661646386585089	NA	0.13383536134149113	TRUE	NA	TRUE	0.05263157794736842	1.2418274373938447	TRUE	0.002199083454162176	NA	-1343.7251100732083	-2645.7799137640613	-2675.4502201464165	87.8055063165069	-2557.9744074475543	-0	-2645.7799137640613	6	0.0016337156005671032	5.106524247092288e-4	1.2041277322377349e-4	7.252961378954062e-4	2.525988910905068e-4	2.2921280540704155e-5	8.968517126446084e-7	8.032598694386316e-7	7.02161371785975e-8	3.9756397712031916e-8	2.400899050988134e-8	./161024_HMFregCPCT_FR12251944_FR10245415_CPCT02050053	1:1	0.27027263023893133	Inf	NA	NA	NA	NA	NA
2	0.4732935934823737	0.2358031484331165	8416	3058	4799	559	0.3593781052687721	0.5574665849838977	0.08315530974733015	TRUE	TRUE	FALSE	0.050724636681159424	1.2805455487703978	TRUE	0.002123602071067592	0.0015922332523908042	-7734.674413662482	-15388.007817910167	-15451.348827324964	824.0279578466096	-14563.979860063559	82.1980170213456	-15305.809800888821	9	6.704278184260793e-4	9.041881702589782e-5	9.453298931265645e-5	3.208672278462585e-4	1.4264658236100284e-5	4.4045638795666905e-5	1.0578542290856349e-4	4.582607284353733e-7	2.540839052407914e-8	2.2222714659370106e-8	7.172467317064312e-9	./161024_HMFregCPCT_FR12251944_FR10245415_CPCT02050053	2:1	0.23153177086482504	Inf	NA	NA	NA	NA	NA
2	0.6283080175041954	0.29897654293974196	2334	1387	572	375	0.5870536493375998	0.22303588648127703	0.18991046418112312	FALSE	TRUE	FALSE	0.05263157794736842	1.156899358838034	TRUE	0.002676982614651756	0.0034161455662996966	-1456.2834546821616	-2842.768860048705	-2894.5669093643232	310.09791134807136	-2532.6709487006337	13.06631457993441	-2829.7025454687705	9	0.0015585044840549678	9.57515641803085e-4	1.7069232316738178e-4	1.2058499147470232e-4	9.466181885142142e-5	1.306963485799317e-5	8.676438150945982e-5	7.910893932606698e-5	3.572217284679362e-5	2.0554919391961964e-7	1.7903102414400292e-7	./161024_HMFregCPCT_FR12251944_FR10245415_CPCT02050053	2:0	0.3880795895718108	Inf	NA	NA	NA	NA	NA
2	0.3808496677912305	0.18949692646064226	6172	4446	1574	152	0.715737012056245	0.249277746975449	0.034985240968306124	TRUE	TRUE	FALSE	0.05113636263636364	1.3189021133637195	TRUE	0.0015788276814868944	0.0015386028211713469	-7240.729636736267	-14402.909269551186	-14463.459273472534	469.1157602058034	-13933.793509345383	127.30636757998242	-14275.602901971204	9	6.625450686633482e-4	1.9034611861111647e-5	7.540557314634023e-5	5.315382653013221e-5	2.2166620880047455e-4	2.927764596327227e-4	3.738360241616182e-7	5.662601052126678e-9	1.0451526415368882e-7	2.3275115479793232e-8	1.0996877196820292e-9	./161024_HMFregCPCT_FR12251944_FR10245415_CPCT02050053	2:2	0.21148764440426068	Inf	NA	NA	NA	NA	NA
3	0.7003153826807285	0.20399090747508322	1319	252	266	0	0.18917352958428824	0.23988782513801946	0	FALSE	TRUE	FALSE	NA	NA	FALSE	0.005583431037766605	0.009743625713357124	-1623.0404862490823	-3181.419310123709	-3228.0809724981646	267.19818835579775	-2914.221121767911	267.19818835579775	-2914.221121767911	9	0.0039128211972159635	0.0028069041618528456	7.756714549984622e-4	7.745240981700594e-5	3.206743915178012e-5	5.9745457098069325e-6	5.091008317337213e-5	7.00655364253839e-5	8.400217538577269e-5	9.764439907730384e-6	8.950793804028385e-9	./161024_HMFregCPCT_FR12254271_FR10245412_CPCT02030270	1:0	NA	NA	0.09073867564612736	801	0.5709386452776923	TRUE	2.8447674547323537e-4
2	0.41434192934851327	0.1844092357731496	3004	1477	552	975	0.47476136403874253	0.18562594912500013	0.33961268683625734	TRUE	TRUE	FALSE	0.05035971123021583	1.8333576888932464	TRUE	0.0026559472126595376	0.005317157306393765	-2808.662388766231	-5545.2554774165055	-5599.324777532462	918.7600519310748	-4626.495425485431	185.4158736960757	-5359.83960372043	9	0.001078719037325819	7.139653241105404e-4	9.824055715353062e-5	5.214426504664097e-5	1.246846573054477e-4	7.7297644702035e-5	1.1936588369229582e-5	1.33113581897199e-7	3.6816595924713927e-8	1.7864692160952017e-7	1.0142353896335515e-7	./161024_HMFregCPCT_FR12254271_FR10245412_CPCT02030270	1:1	0.11078959854198567	Inf	NA	NA	NA	NA	NA
2	0.5770682304497157	0.24870042508758983	465	88	300	77	0.18159950062472843	0.6148132540365805	0.203587245338691	TRUE	FALSE	FALSE	0.05063291039240506	1.465772895060548	TRUE	0.0018278689779120112	0.006232789804862956	-306.7090908561506	-558.1398450620151	-595.4181817123012	116.22350044581154	-441.91634461620356	6.306007809129009	-551.833837252886	9	0.0037001543324150297	5.905661331846921e-4	9.270664706598451e-4	0.0011950189113577995	5.054889711802392e-4	2.5863312937895188e-5	1.5698740329459437e-4	2.951021132543738e-4	4.008932415081251e-6	3.3088578861900206e-8	1.8995551647196245e-8	./161024_HMFregCPCT_FR12254271_FR10245412_CPCT02030270	2:1	0.15934020300079751	Inf	NA	NA	NA	NA	NA
1	0.38573517247649997	NA	1076	921	NA	155	0.8364492536202872	NA	0.16355074637971276	TRUE	NA	TRUE	0.07482993097278912	1.2375865787898668	TRUE	0.003972590892573084	NA	-1037.6399141271959	-2033.3937938100614	-2063.2798282543918	132.6421334350861	-1900.7516603749752	-0	-2033.3937938100614	6	0.002094970940266247	7.030327230744819e-4	1.5167220560826408e-4	2.4035251673447746e-4	7.769777568013569e-4	1.5956877630304785e-4	6.0811349895315064e-5	8.669801998247143e-7	8.011359243033177e-7	8.003061193268053e-7	8.718960584876379e-8	./161025_HMFregCPCT_FR10304591_FR10245424_CPCT02110008	1:1	0.389788508826517	Inf	NA	NA	NA	NA	NA
2	0.5604810363478901	0.27918635733300706	4074	1418	2416	240	0.3439205715601364	0.5797683162583713	0.07631111218149228	FALSE	TRUE	FALSE	0.062499999	1.2960325443065346	TRUE	0.0030022651703310275	0.002558838198195	-3001.0328631300595	-5927.254300889038	-5984.065726260119	416.7994216485209	-5510.454879240517	49.498230690469796	-5877.7560701985685	9	7.813822481675633e-4	1.116994686661996e-4	5.676784634860556e-5	2.8732502429528573e-4	1.5420253261918022e-4	1.1423342146303672e-5	1.1924468611575602e-4	4.021876392589668e-5	3.8903344616083926e-7	5.817385688579877e-8	5.337674728920147e-8	./161025_HMFregCPCT_FR10304591_FR10245424_CPCT02110008	2:1	0.27362543166622316	Inf	NA	NA	NA	NA	NA
3	0.836811864206635	0.4102005781544073	1486	910	389	0	0.6157731234343173	0.26255565159100797	0	TRUE	FALSE	FALSE	NA	NA	FALSE	0.004626654270071974	0.005484390785918397	-698.7350157364743	-1331.7354424454493	-1379.4700314729487	20.546970570427245	-1311.188471875022	20.546970570427224	-1311.188471875022	9	7.848201877186493e-4	1.0044526484761622e-5	4.8142566758464e-5	2.0864791488590704e-5	5.767907189988743e-5	8.302016529206595e-5	1.0613029568900642e-5	5.208311921485407e-6	2.194891963457578e-4	2.769875071499302e-4	5.27710208088055e-5	./161025_HMFregCPCT_FR10304591_FR10245424_CPCT02110008	2:0	NA	NA	0.13149395203148848	187	0.12167122497467468	FALSE	9.962559562343017e-4
2	0.43638903389366684	0.22101457539083902	7957	5477	2194	286	0.6820825015272768	0.2690431379624702	0.048874360510253095	TRUE	TRUE	FALSE	0.05511810923622047	1.125735510087526	TRUE	0.002459990365020237	0.00213435473917831	-7383.592789854755	-14686.349313799112	-14749.18557970951	851.8350973780956	-13834.514216421016	263.6443091166098	-14422.705004682502	9	5.604428535579064e-4	7.706520978353e-5	5.431056587333826e-5	7.574511447228435e-5	5.879148872619678e-5	1.567192174135857e-4	1.375068014799911e-4	3.03962960332609e-8	7.306479090729096e-8	1.0638603474463183e-7	9.460868729497229e-8	./161025_HMFregCPCT_FR10304591_FR10245424_CPCT02110008	2:2	0.49348360517171336	Inf	NA	NA	NA	NA	NA
1	0.4438857788112224	NA	11690	11331	NA	359	0.9638913329105254	NA	0.03610866708947459	TRUE	NA	TRUE	0.06862744998039216	1.1087576312514122	TRUE	0.004089041763611004	NA	-13917.714579859416	-27779.230225392035	-27823.42915971883	372.19496559219186	-27407.035259799843	-0	-27779.230225392035	6	0.0010831572968230017	4.168322816769714e-5	9.520723175158471e-6	1.8421389520373139e-6	7.282348650449379e-5	2.2007592444639142e-4	7.361971518308393e-4	9.111707824437051e-7	1.622999967792515e-8	3.360844165939155e-8	5.3634522603240596e-8	./161025_HMFregCPCT_FR10304598_FR10245417_CPCT02050056	1:1	0.6996401815996368	Inf	NA	NA	NA	NA	NA
2	0.6171578637207192	0.307030498974184	26078	9381	16297	400	0.3585510075346898	0.6208581776022283	0.020590814863081914	FALSE	TRUE	FALSE	0.05333333233333334	0.9313524064249615	TRUE	0.00264450683631114	0.002412670784403293	-22247.220969714162	-44402.92231349448	-44476.441939428325	917.2375683474114	-43485.68474514707	112.25636018278134	-44290.6659533117	9	3.078714047142306e-4	9.915040237257859e-6	3.7764952529233255e-6	1.4048133558080547e-4	9.953282798894143e-5	2.1437153071128443e-6	2.784774932132115e-5	1.885679091024837e-5	5.2651523350858015e-6	1.1654112798282943e-8	4.064366773604627e-8	./161025_HMFregCPCT_FR10304598_FR10245417_CPCT02050056	2:1	Inf	Inf	NA	NA	NA	NA	NA
2	0.8950338361420245	0.4481184206226426	1976	1156	628	192	0.5818481120973511	0.3040941149817157	0.11405777292093318	TRUE	FALSE	FALSE	0.07865168439325843	1.0815844024574328	TRUE	0.0016095410458065661	0.005991999071143334	-1282.637883714216	-2496.9762985236616	-2547.275767428432	187.81196417502477	-2309.1643343486367	2.8587541650556383	-2494.117544358606	9	0.001730856166284272	3.405114590035543e-4	3.746903063705236e-5	4.5804918356956084e-5	6.903930780826302e-5	1.6603438715227174e-4	8.757613877303553e-5	2.0705485570927134e-5	1.2564293345618216e-5	6.10418035439446e-4	3.4073311019714743e-4	./161025_HMFregCPCT_FR10304598_FR10245417_CPCT02050056	2:0	1.0427046408918421	Inf	NA	NA	NA	NA	NA
3	0.4686194704894577	0.2948901892127596	24326	15697	298	0	0.6336183878662293	0.03861024386908987	0	FALSE	TRUE	FALSE	NA	NA	FALSE	0.0023683302047007547	0.035414852390582	-23305.9857132781	-46521.0777174106	-46593.9714265562	3165.3402577853212	-43355.73745962528	3165.3402577853212	-43355.73745962528	9	3.5067632829284225e-4	2.477818391829628e-6	3.593865751729403e-5	6.94720988581082e-5	1.3273064777113906e-5	6.780951210808252e-5	1.6140449943775943e-4	1.5682993416632176e-7	4.7410086798006846e-8	1.220726126169891e-8	8.422992042853139e-8	./161025_HMFregCPCT_FR10304598_FR10245417_CPCT02050056	2:2	NA	NA	0.23461917597891668	8331	0.3277713682646809	TRUE	0.001723913500656845
1	0.5116391655547299	NA	965	825	NA	140	0.8357315909065473	NA	0.16426840909345264	TRUE	NA	TRUE	0.05228758069934641	0.811311231629086	TRUE	0.007988992360197605	NA	-563.0683911948978	-1084.9040137817617	-1114.1367823897956	110.46489344351754	-974.4391203382442	-0	-1084.9040137817617	6	0.004458964507291574	6.467937118496903e-4	2.6608584249748226e-4	1.8895336679294127e-4	2.7212099249287374e-4	8.695137785149282e-4	0.002040789849210522	1.5957079099658363e-4	1.4574510418566235e-5	3.7871481861582105e-7	1.8294969937036452e-7	./161025_HMFregCPCT_FR12251595_FR10245416_CPCT02050055	1:0	Inf	Inf	NA	NA	NA	NA	NA
2	0.26675358554414663	0.11792982247006248	4837	4256	581	0	0.8762979856814265	0.12370201431857356	0	TRUE	FALSE	FALSE	NA	NA	FALSE	0.0029907520046534406	0.001118691411765501	-6085.522063641822	-12120.139827446705	-12159.044127283643	352.4398800652976	-11767.699947381407	352.43988006529753	-11767.699947381407	6	7.289923987166777e-4	7.980819969819946e-6	4.852445955055941e-5	6.267986703987625e-4	3.725133952749958e-5	8.240530449932869e-6	1.9657882001450108e-7	8.88367334219346e-17	2.035994667376313e-25	7.618685798914705e-40	5.051664882280232e-66	./161025_HMFregCPCT_FR12251595_FR10245416_CPCT02050055	1:1	NA	NA	NA	NA	NA	NA	NA
