K_beta	Mean_C1	Mean_C2	N	N_C1	N_C2	N_Tail	pi_C1	pi_C2	pi_Tail	rcc_C1	rcc_C2	rcc_Tail	Scale_Tail	Shape_Tail	tail	Variance_C1	Variance_C2	NLL	BIC	AIC	entropy	ICL	reduced.entropy	reICL	size	sse_total	sse_0_0.1	sse_0.1_0.2	sse_0.2_0.3	sse_0.3_0.4	sse_0.4_0.5	sse_0.5_0.6	sse_0.6_0.7	sse_0.7_0.8	sse_0.8_0.9	sse_0.9_1	sample	karyotype	Mean_Tail	Variance_Tail	Mean_C3	N_C3	pi_C3	rcc_C3	Variance_C3
2	0.37935289403688244	0.3076173821767554	50751	49775	976	0	0.9642270244686757	0.03577297553132421	0	TRUE	FALSE	FALSE	NA	NA	FALSE	0.0021329530968828185	0.02792307632312286	-78097.44343944066	-156129.87875927446	-156182.8868788813	4080.624904080323	-152049.25385519414	4080.624904080323	-152049.25385519414	6	6.31017972685715e-4	5.117959616182881e-7	5.728717790878774e-7	7.061932616260691e-6	2.9171051652440136e-4	3.256975148673115e-4	5.193819142669302e-6	1.3295627479553443e-7	9.705717179679461e-8	3.94992964960875e-8	9.051277519164157e-12	./161218_HMFregCPCT_FR12245839_FR12246197_CPCT02030291	2:2	NA	NA	NA	NA	NA	NA	NA
1	0.4090950537061183	NA	279	228	NA	51	0.7984200237198652	NA	0.20157997628013477	TRUE	NA	TRUE	0.07777777677777778	1.3296399831044114	TRUE	0.0037705770157758717	NA	-260.5574084899312	-487.32754628893423	-509.11481697986244	34.66100922999543	-452.6665370589388	-0	-487.32754628893423	6	0.00400979421434771	0.0011259322327987543	5.850183305049224e-4	4.538788225455074e-4	9.512673756325653e-4	5.55193558900958e-4	3.368498756783141e-4	1.0433259492116914e-6	3.2479670176916547e-7	1.7957890462903585e-7	1.0631673107848707e-7	./161220_HMFregCPCT_FR12244411_FR12246115_CPCT02050075	1:0	0.3137254189457551	Inf	NA	NA	NA	NA	NA
2	0.28543320935815025	0.11135263348756212	3931	3494	437	0	0.8834072699437294	0.11659273005627051	0	TRUE	FALSE	FALSE	NA	NA	FALSE	0.0025603865180683708	0.0012837439124623851	-5043.837017811574	-10038.014140870617	-10075.674035623148	155.49348143368556	-9882.520659436932	155.4934814336855	-9882.520659436932	6	8.252444043224112e-4	5.7460465322128575e-5	1.6953400492706044e-5	4.881822208357054e-4	2.6052022136400664e-4	1.944639058382057e-6	1.8345724947558724e-7	6.96273043559271e-18	6.210072222709496e-28	6.626423824736634e-45	5.954535830237371e-76	./161220_HMFregCPCT_FR12244411_FR12246115_CPCT02050075	1:1	NA	NA	NA	NA	NA	NA	NA
2	0.4370678622267677	0.21215250051208578	16749	3273	12566	910	0.19054011704980353	0.7333712690665469	0.07608861388364946	FALSE	TRUE	FALSE	0.05035971123021583	1.3575535876459683	TRUE	0.0023480211636067744	0.0029416570546766546	-15918.002703906146	-31748.470563306484	-31818.005407812292	2827.5964926198035	-28920.87407068668	639.6890288128511	-31108.78153449363	9	0.0011817412301967406	2.108740169283403e-4	5.452530365013744e-4	3.997768120130731e-4	7.770930761271218e-6	9.8097288894008e-6	8.209756900217441e-6	2.2767939679494575e-8	1.278427836892319e-8	7.174917545157506e-9	4.2210674697757926e-9	./161220_HMFregCPCT_FR12244411_FR12246115_CPCT02050075	2:1	0.19120492428420843	Inf	NA	NA	NA	NA	NA
2	0.5884834530572582	0.28537074781350164	1558	565	804	189	0.3564721237900321	0.49428782642648866	0.1492400497834792	FALSE	TRUE	FALSE	0.05825242618446602	1.2453452223391195	TRUE	0.0026468416980869624	0.0026412315892883676	-1008.0700051872642	-1949.9795863366521	-1998.1400103745284	219.23630752251916	-1730.743278814133	13.846337191005807	-1936.1332491456462	9	0.0018149878665807537	9.012849480945581e-4	1.631724859710834e-4	3.6908850404597965e-4	1.4883705278726967e-4	1.3460986633455572e-5	9.576496047887558e-5	1.1832016924770833e-4	4.957825815959429e-6	6.305359735772982e-8	3.787990850610858e-8	./161220_HMFregCPCT_FR12244411_FR12246115_CPCT02050075	2:0	0.29568287471363575	Inf	NA	NA	NA	NA	NA
2	0.3620289264886652	0.1816821145309873	550	214	324	12	0.38774442990299784	0.5778910600237224	0.03436451007327981	TRUE	TRUE	FALSE	0.05555555455555555	1.9084740366552362	TRUE	0.0019458189111197504	0.0014367386597560555	-605.0644658930249	-1153.3396672820113	-1192.1289317860499	53.97046319924889	-1099.3692040827625	21.19180425559051	-1132.1478630264207	9	0.0019452858995344666	5.01285990335745e-5	0.0010051328417856119	3.0495330450000594e-4	4.311705371073502e-4	1.5172881733397327e-4	2.1703230299364476e-6	7.918053430413776e-10	3.969609995735624e-10	1.8954219347691552e-10	9.843547842787434e-11	./161220_HMFregCPCT_FR12244411_FR12246115_CPCT02050075	2:2	0.11670816025917762	Inf	NA	NA	NA	NA	NA
1	0.18078303886111466	NA	434	434	NA	0	1	NA	0	TRUE	NA	TRUE	NA	NA	FALSE	0.004772185915777936	NA	-561.2130800317566	-1104.2070264612119	-1116.4261600635132	-0	-1104.2070264612119	-0	-1104.2070264612119	3	0.0035022925833226373	2.578154455841195e-4	0.002151498903762133	0.0010008785969538067	8.884014545661748e-5	3.255971837651224e-6	3.5195924208771273e-9	1.358871660397197e-13	1.6533835381768507e-18	2.2541612608684065e-26	3.5766640504369724e-40	./161220_HMFregCPCT_FR12244782_FR12246182_CPCT02050068	2:1	NA	NA	NA	NA	NA	NA	NA
1	0.3147596961314501	NA	269	199	NA	70	0.7028319126617559	NA	0.297168087338244	TRUE	NA	TRUE	0.061855669103092786	1.4720535755846909	TRUE	0.010835039514521732	NA	-196.6331720533283	-359.6980758290456	-381.2663441066566	82.2347374320922	-277.4633383969534	-0	-359.6980758290456	6	0.007936623408549432	0.0021239144305548684	0.0021127828271383106	0.0018862106880519626	0.00127828785815254	4.453323684112342e-4	7.674950259682662e-5	1.2835630685007113e-5	3.1482932724671705e-7	1.2433026197224988e-7	7.094336946399328e-8	./161220_HMFregCPCT_FR12244782_FR12246182_CPCT02050068	2:0	0.19289094200930404	Inf	NA	NA	NA	NA	NA
2	0.24671242268006266	0.10933608454156968	1339	933	406	0	0.6977207749018022	0.30227922509819777	0	TRUE	TRUE	FALSE	NA	NA	FALSE	0.0023437539478709042	0.0010092624040162713	-1656.396425542002	-3269.594781009857	-3300.792851084004	138.35856042251325	-3131.2362205873437	138.35856042251322	-3131.2362205873437	6	0.0012040194256908942	1.1688693679063976e-4	1.8389973350335694e-4	6.975508558924031e-4	2.0539530944488818e-4	2.865884630692145e-7	1.5965371243571881e-12	6.312508332270998e-22	5.643108357210659e-33	2.782264896127604e-51	2.57223104786308e-84	./161220_HMFregCPCT_FR12244782_FR12246182_CPCT02050068	2:2	NA	NA	NA	NA	NA	NA	NA
1	0.1895786965113837	NA	1460	1394	NA	66	0.9440080401212684	NA	0.05599195987873169	TRUE	NA	TRUE	0.05504587055963303	1.6638216076144638	TRUE	0.0016456105852561556	NA	-2431.8748976579664	-4820.032645027718	-4851.749795315933	137.20255267674852	-4682.83009235097	-0	-4820.032645027718	6	0.0019204608514169416	3.82050376255075e-4	5.914645355287991e-4	9.452280611738137e-4	1.2742442075949428e-6	4.1783763226437574e-7	1.57378322082148e-8	5.135477796193961e-9	2.7544999990997607e-9	1.4002044670939708e-9	7.686049239078468e-10	./161220_HMFregCPCT_FR12245811_FR12246109_CPCT02030294	1:1	0.1379685563056546	Inf	NA	NA	NA	NA	NA
2	0.31489078808425036	0.15873462931714233	6328	1125	5125	78	0.17430838928676792	0.8030571098607261	0.022634500852506022	TRUE	FALSE	FALSE	0.05063291039240506	1.6317369645200335	TRUE	0.001738067903517574	0.0013258079936558653	-8908.404959828498	-17738.03526407197	-17798.809919656996	691.5722714008459	-17046.462992671124	310.64284799621447	-17427.392416075752	9	0.0011398927103373473	2.556326944568708e-5	9.771965981816657e-4	1.1564333773996447e-4	1.6358853806457164e-5	5.08553834582031e-6	4.3694010423222246e-8	7.195614293928607e-10	3.893552248820998e-10	1.995529201969535e-10	1.1033775497017046e-10	./161220_HMFregCPCT_FR12245811_FR12246109_CPCT02030294	2:1	0.13078163246516483	Inf	NA	NA	NA	NA	NA
2	0.38455624638032065	0.18756066936565746	2457	368	2008	81	0.14695083199317924	0.80345179046676	0.049597377540060744	TRUE	FALSE	FALSE	0.05240174572489083	1.480142535554654	TRUE	0.0021868661827572087	0.0019716457927169153	-2982.8166739576354	-5895.37308056258	-5947.633347915271	331.6664709492496	-5563.70660961333	80.94582035802685	-5814.427260204553	9	0.0015887515006423173	1.0186351230675833e-4	8.165964466572706e-4	6.182861445370564e-4	1.568583699706765e-5	3.569550553925512e-5	4.6430981422823517e-7	1.5269173225869303e-7	3.838118486482412e-9	2.0448387875451433e-9	1.1701011483146804e-9	./161220_HMFregCPCT_FR12245811_FR12246109_CPCT02030294	2:0	0.1615396409216933	Inf	NA	NA	NA	NA	NA
2	0.2749389997552044	0.1368471181739286	1555	472	1083	0	0.2983195383327758	0.7016804616672242	0	TRUE	TRUE	FALSE	NA	NA	FALSE	0.0013156265618321774	0.0011323247391101983	-2166.4004334654637	-4288.705481983247	-4320.800866930927	101.56694584199845	-4187.138536141249	101.56694584199842	-4187.138536141249	6	0.0011131722135790357	2.1427955146862093e-4	7.479699657225508e-4	8.891511866267781e-5	6.123907625933297e-5	3.549408120022365e-7	4.1356065385100446e-7	5.513327170223166e-34	8.328579448423838e-54	3.30669793291963e-87	2.2723153367644502e-146	./161220_HMFregCPCT_FR12245811_FR12246109_CPCT02030294	2:2	NA	NA	NA	NA	NA	NA	NA
1	0.36668102649604106	NA	413	318	NA	95	0.7485271700323876	NA	0.2514728299676124	TRUE	NA	TRUE	0.07228915562650602	1.47419197758056	TRUE	0.004144966830290756	NA	-376.1855378426492	-716.2303901275321	-740.3710756852984	61.316623347516064	-654.9137667800161	-0	-716.2303901275321	6	0.0025244623785851622	5.225977617173325e-4	3.3660551121222275e-4	3.7868859352215543e-4	7.445014056897738e-4	4.8428590922097107e-4	5.677097013702464e-5	5.324348858010721e-7	2.608852031725974e-7	1.3916594944833466e-7	7.974104726003336e-8	./161220_HMFregCPCT_FR12245835_FR12246098_CPCT02040058	1:0	0.2247361792884044	Inf	NA	NA	NA	NA	NA
2	0.4246898432863163	0.21230256401239736	5223	2237	2740	246	0.42403081351497457	0.5129078113485771	0.06306137513644833	TRUE	TRUE	FALSE	0.05421686646987952	1.3249225239116322	TRUE	0.002021587603749147	0.0016205502295846758	-4980.894499737374	-9884.74155441882	-9943.788999474747	573.0524417606362	-9311.689112658185	105.11112574065226	-9779.630428678169	9	7.690073353628831e-4	1.5259348438293483e-4	1.7922945711515363e-4	2.1548205641805672e-4	3.5863382966055324e-5	1.7233280105215774e-4	1.3207621517251834e-5	2.525613317956314e-7	3.504641366742162e-8	6.859046820694719e-9	4.065118989336516e-9	./161220_HMFregCPCT_FR12245835_FR12246098_CPCT02040058	2:1	0.22107777170101284	Inf	NA	NA	NA	NA	NA
2	0.5447896893119375	0.21390759830664752	2514	1899	538	77	0.7458608418393956	0.19930244233293432	0.05483671582767015	FALSE	FALSE	FALSE	0.05217391204347826	1.397869316671357	TRUE	0.0027281087624390307	0.010008819743286984	-2178.071078674607	-4285.675483846862	-4338.142157349214	372.1187898013279	-3913.5566940455346	99.3937673505229	-4186.28171649634	9	0.0010799364646074123	3.9207478134155695e-4	1.0280711010942084e-4	1.25703183956221e-4	1.392110602202282e-5	8.593942286920498e-5	2.8465760988389757e-4	7.255071334309957e-5	2.2770292927617417e-6	3.480974167425291e-9	2.026815059404284e-9	./161220_HMFregCPCT_FR12245835_FR12246098_CPCT02040058	2:0	0.18330720093334332	Inf	NA	NA	NA	NA	NA
2	0.3493217840459989	0.18394832562155045	5775	4862	803	110	0.8306265497372209	0.14138487602257702	0.02798857424020216	FALSE	TRUE	FALSE	0.05161290222580645	1.194729932124765	TRUE	0.0015834824706809302	0.0027681328137710687	-7727.5845647236	-15377.21748762869	-15437.1691294472	661.9472692763723	-14715.270218352318	352.91220232521187	-15024.305285303479	9	6.111433240649439e-4	9.075892246126753e-6	2.551149361086969e-5	8.871033742119877e-5	3.935957761517359e-4	9.37510640394681e-5	1.4213899085810284e-7	1.7345161417178224e-7	1.799591768605209e-7	1.9938429452476984e-9	1.2169707091142215e-9	./161220_HMFregCPCT_FR12245835_FR12246098_CPCT02040058	2:2	0.3166615347736658	Inf	NA	NA	NA	NA	NA
2	0.6214805903048893	0.1653340220691194	202	60	142	0	0.2962908084151952	0.7037091915848048	0	FALSE	TRUE	FALSE	NA	NA	FALSE	0.0119434572955376	0.004424425802491879	-128.94721104564044	-226.04481590687365	-245.8944220912809	5.796959957054113	-220.24785594981955	5.796959957054111	-220.24785594981955	6	0.006916373069150182	9.242043379176496e-4	0.003717093577778361	4.544335154176225e-4	1.9386955813803408e-4	1.5003921132467093e-4	5.853481867343902e-4	4.5221539013991273e-4	3.748672027386976e-4	6.426269307044368e-5	3.939589039989838e-8	./161220_HMFregCPCT_FR13271937_FR12246118_CPCT02050071	1:0	NA	NA	NA	NA	NA	NA	NA
2	0.3769646178987429	0.11938085668969588	442	292	150	0	0.6583778193812674	0.3416221806187327	0	TRUE	TRUE	FALSE	NA	NA	FALSE	0.004215215048215973	0.0015160568076812938	-395.1810326665464	-753.8142060406266	-778.3620653330928	10.597957209950971	-743.2162488306756	10.597957209950968	-743.2162488306756	6	0.0026933812254719284	4.21407840877718e-4	5.20531285285908e-4	2.9468009416567305e-4	4.6087381815439264e-4	9.681687463333511e-4	2.7706363168924274e-5	1.3077417659536498e-8	6.830198227533975e-14	2.4758976919399326e-23	2.85289913939047e-41	./161220_HMFregCPCT_FR13271937_FR12246118_CPCT02050071	1:1	NA	NA	NA	NA	NA	NA	NA
3	0.5597980672483243	0.27492247839054407	2547	274	1618	72	0.10618192015059702	0.6267787513652919	0.06626368903453353	FALSE	TRUE	FALSE	0.05035971123021583	1.6171930288174945	TRUE	0.002701194986540049	0.0022439256799867994	-2243.2905891103123	-4392.469120520871	-4462.581178220625	529.7003467872748	-3862.7687737335964	140.51774210819113	-4251.95137841268	12	8.524073129855025e-4	2.9478810512009176e-4	8.310455006151624e-5	3.63229721334684e-4	6.852671606746399e-5	6.904220569161036e-6	2.395776025663526e-5	1.0884267318309937e-5	8.641258540479833e-7	1.4685269086584874e-7	9.937127264732109e-10	./161220_HMFregCPCT_FR13271937_FR12246118_CPCT02050071	2:1	0.13195446178451498	Inf	0.11210274116060728	583	0.20077563944957746	FALSE	0.0012481095014119075
3	0.7769556639293937	0.37411677175170405	1978	275	858	0	0.1402291965055463	0.43832722092174853	0	TRUE	FALSE	FALSE	NA	NA	FALSE	0.0034914157186461793	0.004954694337048482	-1151.3766713001012	-2234.4447689905583	-2284.7533426002024	63.19882449591544	-2171.245944494643	63.19882449591543	-2171.245944494643	9	0.0013720482493742182	6.08349945286585e-4	2.2353581451344619e-4	1.2209330658846017e-4	3.808832855654612e-5	1.8990325955036533e-4	2.00568942126504e-5	1.2378308051937479e-5	6.651797518503674e-5	9.016367173891894e-5	9.607456902718e-7	./161220_HMFregCPCT_FR13271937_FR12246118_CPCT02050071	2:0	NA	NA	0.11704002552582847	845	0.42144358257270514	TRUE	0.0014325145673246516
2	0.4170080248521364	0.20181753194992605	401	99	259	43	0.24010184255339345	0.634457583551233	0.1254405738953735	TRUE	TRUE	FALSE	0.05235601994240838	1.427830622731143	TRUE	0.0021161923123555436	0.0015704174335110794	-410.4813750314546	-767.0170972171501	-802.9627500629092	68.46144557936971	-698.5556516377803	6.366323413981617	-760.6507738031685	9	0.003099542784831719	3.380910385227655e-4	8.59681095293963e-4	0.0012728716297859253	7.616651179952151e-5	5.247154658083752e-4	2.7907754995175684e-5	5.3600239876034016e-8	3.0059884361185697e-8	1.6230504562062267e-8	9.397997193610352e-9	./161220_HMFregCPCT_FR13271937_FR12246118_CPCT02050071	2:2	0.17473159840891264	Inf	NA	NA	NA	NA	NA
2	0.5384483392194889	0.17616261539434944	188	72	78	38	0.3718507537626251	0.3740178333739343	0.2541314128634406	FALSE	TRUE	FALSE	0.06666666566666667	1.8521916368122715	TRUE	0.004132809958948626	0.004413227826552499	-140.02957205947197	-232.93116645347442	-262.05914411894395	70.18155775866445	-162.74960869480998	2.8799261969231136	-230.0512402565513	9	0.008507375551797173	0.003623146775263341	0.002461520774136601	8.159814570196734e-4	2.297256720087089e-4	3.2170289357426573e-4	8.14150188247031e-4	2.39374089589442e-4	1.7337281712019473e-6	2.6277060888509613e-8	1.3696726019680002e-8	./161220_HMFregCPCT_FR13271967_FR12246116_CPCT02050074	1:0	0.14489632996616814	Inf	NA	NA	NA	NA	NA
1	0.3485443894283377	NA	2271	1556	NA	715	0.6593482131264788	NA	0.34065178687352116	TRUE	NA	TRUE	0.05172413693103448	1.2030467378598602	TRUE	0.002047392282099043	NA	-2349.5675706629504	-4652.767288073267	-4687.135141325901	278.48924165111475	-4374.278046422152	-0	-4652.767288073267	6	0.003669282261836706	0.0026415902502942836	5.566237259331596e-4	6.423674721270321e-5	3.0270397834474916e-4	1.0088657703116784e-4	1.562885183969326e-6	7.367233559621216e-7	4.78900921168547e-7	2.8739017799470005e-7	1.7508338154756033e-7	./161220_HMFregCPCT_FR13271967_FR12246116_CPCT02050074	1:1	0.30646419075417797	Inf	NA	NA	NA	NA	NA
3	0.5128719855370001	0.2570097847765622	1622	400	906	47	0.2459454856009431	0.55190276278395	0.05625724588976648	FALSE	TRUE	FALSE	0.05063291039240506	1.9079082692734537	TRUE	0.0017584523295622735	0.0016731128930001287	-1426.4794376056636	-2764.261892395223	-2828.9588752113273	238.07780854512404	-2526.1840838500993	47.16004940794975	-2717.1018429872734	12	0.001047560937646458	7.780641978978873e-5	6.506106075313391e-5	6.72668570856243e-4	5.2112162341454914e-5	8.788488147754421e-5	8.87455802156501e-5	3.280954965267068e-6	7.642044050908864e-10	3.5740633760625707e-10	1.8563663344320472e-10	./161220_HMFregCPCT_FR13271967_FR12246116_CPCT02050074	2:1	0.10640166160437897	Inf	0.10488135787783258	269	0.14589450572534046	FALSE	7.982195332837624e-4
3	0.7107785990041908	0.3408796396267642	416	131	116	0	0.31494168932369526	0.2798784252925277	0	TRUE	FALSE	FALSE	NA	NA	FALSE	0.0022447360897611384	0.004047088944941958	-238.0395229164972	-421.802878490643	-458.0790458329944	16.093855971575977	-405.70902251906705	16.093855971575973	-405.70902251906705	9	0.0030563521170324658	0.0015128023830062723	2.2715934279434673e-4	2.944014037164677e-4	2.1765539610308127e-4	9.595025134454228e-5	8.312095619157108e-6	1.7311446835124064e-4	4.977506298704212e-4	2.920614618725881e-5	3.967795116101803e-14	./161220_HMFregCPCT_FR13271967_FR12246116_CPCT02050074	2:0	NA	NA	0.1155241630018766	169	0.405179885383777	TRUE	0.0017839530464134354
2	0.8349904966832494	0.32568817672432027	1041	810	96	135	0.7773187830353321	0.0925329453265874	0.13014827163808057	FALSE	FALSE	FALSE	0.05982905882905983	1.4956990720861651	TRUE	0.0019689050484324607	0.021776407995180415	-1049.641036235013	-2036.7506388524912	-2081.282072470026	111.96349466447947	-1924.7871441880118	9.991899211716712	-2026.7587396407746	9	0.00257223851934058	0.0013483375116450816	9.811387804309742e-5	3.605899333465841e-5	3.008853320553811e-5	1.2521056725810117e-5	1.0682280654401246e-5	6.474096659671419e-6	3.043580662490001e-4	6.636140476811302e-4	6.199005514219132e-5	./161220_HMFregCPCT_FR13271986_FR12246117_CPCT02050073	1:0	0.18052538891752934	Inf	NA	NA	NA	NA	NA
1	0.44441199655255714	NA	23346	20586	NA	2760	0.870584576573219	NA	0.12941542342678106	TRUE	NA	TRUE	0.05027932860893855	0.8946804476856987	TRUE	0.002458379155380798	NA	-26988.965989252993	-53917.58289285271	-53965.931978505985	1478.7522636369958	-52438.830629215714	-0	-53917.58289285271	6	7.027573973158159e-4	1.439227072759531e-4	2.810593145545015e-5	4.4954167608884966e-5	2.0710512226984715e-4	1.9066165695273642e-4	8.620355285122553e-5	1.5322537696511134e-6	1.5858058328905535e-7	6.028023537274435e-8	5.314431340573045e-8	./161220_HMFregCPCT_FR13271986_FR12246117_CPCT02050073	1:1	Inf	Inf	NA	NA	NA	NA	NA
3	0.6269015268418701	0.4654688037076194	2234	278	1330	170	0.13385975829478475	0.5777640760616464	0.10667830832589459	TRUE	FALSE	FALSE	0.05241935383870968	1.3940435001520897	TRUE	0.003702573333423874	0.002520556106589336	-1468.5347670182814	-2844.5309462810133	-2913.069534036563	686.7166086251023	-2157.814337655911	272.12008982747517	-2572.410856453538	12	0.0018751816457815184	8.485133810431206e-4	1.5812617007761345e-4	3.0201920995150523e-5	5.132329060492782e-5	1.7918876615388582e-4	5.723011850241192e-4	2.8851973845804923e-5	6.505581468969168e-6	1.614744856403139e-7	7.902082286498407e-9	./161220_HMFregCPCT_FR13271992_FR12246114_CPCT02050077	1:0	0.18544871181181996	Inf	0.1623664054290523	456	0.1816978573176742	FALSE	0.006142633336084341
1	0.31685663794085706	NA	4760	4273	NA	487	0.8871623310987432	NA	0.11283766890125668	TRUE	NA	TRUE	0.05027932860893855	1.20956389023756	TRUE	0.0014037733524392487	NA	-7202.580289999157	-14354.35256231496	-14393.160579998314	285.6084074979282	-14068.744154817032	-0	-14354.35256231496	6	0.0012949716373628702	1.1571754872309462e-4	3.735134288094289e-5	5.520698316165211e-4	5.745671672761504e-4	1.4859537955455225e-5	1.761491729649803e-7	9.192650978169225e-8	9.197178791824651e-8	2.8701618307561185e-8	1.7459821733496143e-8	./161220_HMFregCPCT_FR13271992_FR12246114_CPCT02050077	1:1	0.2902029554892292	Inf	NA	NA	NA	NA	NA
2	0.4806118621549054	0.23986389370357383	1188	360	750	78	0.3000092732998741	0.6207172104644443	0.07927351623568159	TRUE	TRUE	FALSE	0.05042016706722689	1.089709844092333	TRUE	0.0010187593408358608	8.748945920006755e-4	-1451.6593029481146	-2839.598367396926	-2885.318605896229	91.69759456972778	-2747.900772827198	0.05023588639373393	-2839.548131510532	9	0.0015698811492941152	2.278607244754386e-5	5.8689765592732236e-5	0.0011771865333784777	2.530021633076896e-5	2.3741357729571965e-4	4.716707577683977e-5	6.387502300312459e-7	3.86028932114736e-8	6.463537854427559e-7	1.4201563347427822e-8	./161220_HMFregCPCT_FR13271992_FR12246114_CPCT02050077	2:1	0.6124562242844531	Inf	NA	NA	NA	NA	NA
2	0.7476997613579426	0.12430861033455791	531	134	226	171	0.23924004680517486	0.3402321734721777	0.4205277797226475	TRUE	FALSE	FALSE	0.06451612803225806	0.9492064483282903	TRUE	0.0030709056710010864	7.06228715684312e-4	-385.8685842285089	-715.2643102658403	-753.7371684570178	221.06967438461038	-494.19463588122994	1.0069994848063831e-18	-715.2643102658403	9	0.006798915007082502	0.0049309698758953375	7.845332561638373e-4	3.642526348219076e-4	2.1536444784326286e-4	8.630554437469092e-5	3.633734626472003e-5	8.453914435351991e-6	2.3406452946363987e-4	1.3520415368610414e-4	3.429304133649892e-6	./161220_HMFregCPCT_FR13275482_FR12246095_CPCT02220001	1:0	Inf	Inf	NA	NA	NA	NA	NA
2	0.4203559427567812	0.14206089912251954	2032	1177	543	312	0.5646871505912865	0.24465783426838741	0.19065501514032604	TRUE	TRUE	FALSE	0.050724636681159424	1.4298983993217704	TRUE	0.0025388825442229897	0.0041937305719637365	-1809.7711006199452	-3550.9912189616048	-3601.5422012398903	663.5506994319778	-2887.4405195296267	69.0657057340943	-3481.9255132275107	9	0.003186050481566738	0.002244555808752104	4.8041894390717804e-4	5.026841092029449e-5	1.3524068721822966e-4	2.493477536353676e-4	2.543559376713496e-5	2.7397380000238565e-7	6.292239158638766e-8	3.395546241011098e-8	4.12431712430598e-7	./161220_HMFregCPCT_FR13275482_FR12246095_CPCT02220001	1:1	0.16871678729438616	Inf	NA	NA	NA	NA	NA
1	0.3871109868400198	NA	536	400	NA	136	0.7312365843661928	NA	0.26876341563380723	TRUE	NA	TRUE	0.05102040716326531	1.5611358673851154	TRUE	0.022394303289942075	NA	-263.2200303639467	-488.7352557614686	-514.4400607278934	121.10313835769306	-367.6321174037755	-0	-488.7352557614686	6	0.00360419139782628	4.1103746610606103e-4	6.664957727956893e-4	8.576779623358104e-4	4.041319175275343e-4	2.750121086898991e-4	7.170942177820213e-4	2.3944800926016562e-4	3.213719978387879e-5	1.1276305552414211e-6	2.9112989978654162e-8	./161220_HMFregCPCT_FR13275482_FR12246095_CPCT02220001	2:1	0.14194385392317327	Inf	NA	NA	NA	NA	NA
2	0.8542753676758807	0.45327421454379063	236	78	36	122	0.32633008921033	0.13393675206818906	0.539733158721481	TRUE	FALSE	FALSE	0.05343511350381679	1.133110575625371	TRUE	0.001851443568149946	0.006386873588796433	-123.14098813865863	-197.10749003208676	-228.28197627731726	33.243057776431755	-163.864432255655	0.031656522944823844	-197.07583350914194	9	0.010980026039202949	0.00753907149970049	0.001208106887618673	1.9063528097276145e-4	2.3516900829180217e-4	6.502152246714931e-5	3.3152090492424374e-4	6.451790283346767e-5	5.670102500712854e-5	0.001233950412359595	5.533159502763827e-5	./161220_HMFregCPCT_FR13275482_FR12246095_CPCT02220001	2:0	0.45486913369921905	Inf	NA	NA	NA	NA	NA
1	0.3160155080972291	NA	884	702	NA	182	0.7717324365444395	NA	0.22826756345556046	TRUE	NA	TRUE	0.058823528411764706	1.4516292513925635	TRUE	0.012260468462308636	NA	-608.7642572025093	-1176.8217720291927	-1205.5285144050185	240.63560811425822	-936.1861639149345	-0	-1176.8217720291927	6	0.006382634425414641	0.0036295213814101167	9.683708560897412e-4	6.087179105481505e-4	6.755417276469518e-4	4.3755758099024353e-4	5.505623598538145e-5	6.809681028388481e-6	9.496823799460232e-7	7.0052809426067e-8	3.9316526294806815e-8	./161220_HMFregCPCT_FR13275509_FR12246170_CPCT02020403	1:0	0.189070912146071	Inf	NA	NA	NA	NA	NA
2	0.21237836636576296	0.09018866111500627	12450	9851	2379	220	0.7810769702658303	0.16514908213758714	0.05377394759658248	TRUE	FALSE	FALSE	0.05027932860893855	2.0252492046429613	TRUE	0.0015600679917920413	5.011263361439738e-4	-18281.54944398377	-36478.23360485051	-36545.09888796754	2238.385745060121	-34239.84785979039	625.6518940777033	-35852.58171077281	9	9.080962427627337e-4	2.539733330685715e-4	2.4342406977230925e-4	4.0995167870504153e-4	7.005526320422562e-7	1.5125950802678646e-8	2.998252269619496e-8	8.220714117530871e-10	3.993657763830811e-10	1.8507117652928653e-10	9.360290568867517e-11	./161220_HMFregCPCT_FR13275509_FR12246170_CPCT02020403	1:1	0.09932040894457081	0.19290826079055787	NA	NA	NA	NA	NA
2	0.32875821297577845	0.1855784537528594	1302	333	730	239	0.24643802410563367	0.531662855884142	0.22189912001022433	TRUE	TRUE	FALSE	0.05084745662711865	1.653635332504704	TRUE	0.001765572345400113	0.0012694801326026668	-1444.4724732095326	-2824.4000350141487	-2870.944946419065	337.17706137213014	-2487.2229736420186	92.65339042486232	-2731.7466445892865	9	0.0016093225684748378	9.14945380317893e-4	3.139337653846039e-4	2.4585549191353845e-4	1.1372850253010986e-4	2.0057790338374354e-5	2.0362215961944024e-7	5.359777340566569e-7	3.4656813509193427e-8	1.7663171534881205e-8	9.718111598010795e-9	./161220_HMFregCPCT_FR13275509_FR12246170_CPCT02020403	2:1	0.1286392376073072	Inf	NA	NA	NA	NA	NA
