tail,K_beta,N,N_Tail,N_C1,N_C2,pi_Tail,pi_C1,pi_C2,Mean_Tail,Mean_C1,Mean_C2,Variance_Tail,Variance_C1,Variance_C2,Scale_Tail,Shape_Tail,id,karyotype,NLL,BIC,AIC,entropy,ICL,reduced.entropy,reICL,size,PF
TRUE,2,86,4,62,20,0.0466710688,0.2373803952,0.715948536,0.0763330318,0.6796124454,0.3586390636,2.650954e-4,0.0035144891,0.0035014017,0.063157899,5.7937201011,207,2:0,-66.7788133519,-80.1054591487,-109.5576267037,1.055669044,-79.0497901046,0.9775934771,-79.1278656703,12,P
TRUE,2,7329,369,1507,5453,0.060486666,0.7358302858,0.2036830482,0.1313604458,0.4935160392,0.242158194,Inf,0.0021273635,0.0015461681,0.050359699,1.6217189468,207,2:1,-8268.1987527595,-16429.6023731998,-16512.3975055189,434.9006573209,-15994.7017158789,42.8702696554,-16386.73210356,12,P
TRUE,2,461,21,282,158,0.0614288922,0.602147716,0.3364233918,0.1095191931,0.3816265079,0.1793823268,Inf,0.0019282982,0.0027701623,0.051724099,1.8949565668,208,2:0,-450.5746025173,-827.5484285187,-877.1492050347,68.5549479062,-758.9934806125,23.5660350827,-803.9823934175,12,P
TRUE,2,1265,40,296,929,0.0531160183,0.7131341166,0.2337498651,0.1265490784,0.314146867,0.1544230355,Inf,0.0017002525,0.001156901,0.050724599,1.6689739173,208,2:1,-1679.7123219296,-3273.7107150453,-3335.4246438593,184.0234712846,-3089.6872437607,51.6325608201,-3222.0781542153,12,P
TRUE,2,1148,34,569,545,0.0411648449,0.4886519889,0.4701831662,0.1332728838,0.4387665506,0.2041337134,Inf,0.0036423958,0.0030480214,0.054054099,1.6823394111,209,2:0,-865.7455185491,-1646.9417181756,-1707.4910370982,158.3363750041,-1488.6053431715,70.3709364618,-1576.5707816811,12,P
TRUE,2,3399,85,732,2582,0.0435521406,0.2109834662,0.7454643932,0.1210777131,0.3591266184,0.1653657781,Inf,0.0022576363,0.0019288954,0.050724599,1.7210000526,209,2:1,-3967.3327994187,-7837.0907602411,-7910.6655988374,487.8326934277,-7349.2580668134,149.1499180737,-7687.9408421401,12,P
FALSE,2,620,0,237,383,0,0.6227939085,0.3772060915,NA,0.2985151314,0.1351719853,NA,0.0013723426,0.0015658776,NA,NA,209,2:2,-764.5946012673,-1477.7514467103,-1513.1892025346,33.2280970925,-1444.5233496178,33.2280970925,-1444.5233495885,8,P
FALSE,2,90,0,40,50,0,0.5565859309,0.4434140691,NA,0.6044283848,0.2138479861,NA,0.0020336047,0.007913936,NA,NA,210,2:0,-56.0575502095,-76.1166230563,-96.115100419,1.1787942028,-74.9378288535,1.1787942028,-74.9378288519,8,P
TRUE,2,17,2,1,14,0.1162389366,0.0587824399,0.8249786235,0.0652172197,0.324786,0.2049527373,5.66247965298199e-5,1e-9,0.002572099,0.058510599,9.7243042073,210,2:1,-30.1279576257,-26.2573551226,-36.2559152513,0.1322354646,-26.125119658,0.0057741204,-26.2515810022,12,F
TRUE,2,1415,135,95,1185,0.0968433259,0.1126166877,0.7905399864,0.1645812503,0.4357696651,0.3933032956,Inf,0.0562850509,0.0027521376,0.050420199,1.441658503,211,2:0,-1392.2425033893,-2697.4263890576,-2760.4850067786,367.5650993137,-2329.8612897439,240.0080062691,-2457.4183826472,12,F
TRUE,2,117,21,58,38,0.1982070449,0.4071633609,0.3946295942,0.1200152595,0.381405362,0.3238643837,Inf,0.0023221015,0.0248398884,0.051063799,1.7405760319,211,2:1,-85.2926692708,-113.439251324,-146.5853385416,63.9318668917,-49.5073844323,41.3971298869,-72.0421214363,12,F
TRUE,2,1719,90,322,1307,0.0605242464,0.1855491082,0.7539266454,0.3756947001,0.7869843961,0.381778556,Inf,0.002550726,0.003352337,0.053191499,1.1649332435,212,2:0,-1375.3329016072,-2661.2718271498,-2726.6658032143,85.6805537417,-2575.591273408,3.0176671551,-2658.2541599933,12,P
TRUE,2,2947,189,372,2386,0.0807432814,0.1240035211,0.7952531974,0.3678309958,0.5485390532,0.2698233659,Inf,0.0031274328,0.0021502697,0.050420199,1.1588484056,212,2:1,-3098.9236620607,-6101.9848083286,-6173.8473241215,279.8443284658,-5822.1404798628,28.2730858456,-6073.7117225921,12,P
TRUE,2,2206,82,405,1719,0.0484225729,0.7699499482,0.1816274789,0.1579072026,0.425769672,0.2101073126,Inf,0.0020150657,0.0012884075,0.050561799,1.4710196926,212,2:2,-2811.4183173828,-5530.4494003678,-5598.8366347656,160.8907092007,-5369.5586911671,22.8356751811,-5507.6137251939,12,P
TRUE,2,133,9,3,121,0.0854226195,0.0163667862,0.8982105943,0.1072725654,0.4332356875,0.2444167265,1.2081303207,3.07970879962032e-6,0.0111378263,0.053763399,2.0047511973,213,2:1,-113.6791740719,-168.6741586052,-203.3583481439,24.0581946418,-144.6159639634,1.664191822,-167.0099667832,12,F
TRUE,2,101886,5099,47288,49499,0.0880180372,0.4503209129,0.4616610499,Inf,0.3587959038,0.176077757,Inf,0.0026651268,0.0023871807,0.050359699,0.8028835925,213,2:2,-83974.3090983902,-167810.238878938,-167924.61819678,26924.8518879649,-140885.386990973,9537.7849883082,-158272.453887279,12,P
FALSE,2,171,0,45,126,0,0.7488132226,0.2511867774,NA,0.6577330684,0.2493742013,NA,0.0021867906,0.0159994394,NA,NA,214,2:0,-67.2717839298,-93.4102594077,-118.5435678597,8.3998453565,-85.0104140512,8.3998453565,-85.0104140369,8,NA
TRUE,2,2036,292,372,1372,0.1503949947,0.1823271108,0.6672778946,0.075214945,0.4717643759,0.2381271523,0.0018453391,0.002783683,0.0018472431,0.050279299,3.0163623974,214,2:1,-2120.0776063581,-4148.7303041842,-4216.1552127162,113.8102461612,-4034.920058023,37.1182990264,-4111.6120051766,12,NA
FALSE,2,156,0,52,104,0,0.7022684546,0.2977315454,NA,0.4031918084,0.1855723289,NA,0.0018920767,0.0062810111,NA,NA,214,2:2,-129.7572023657,-219.1155566734,-243.5144047314,18.759233402,-200.3563232714,18.759233402,-200.3563232562,8,NA
TRUE,2,346,45,79,222,0.1365356368,0.6356160473,0.2278483159,0.0989820839,0.6967786309,0.3441329492,0.0707619109,0.0021737742,0.0022479418,0.051094899,2.0669848128,215,2:0,-294.5872918264,-519.0173183521,-565.1745836528,10.9855905434,-508.0317278087,0.1145661063,-518.9027522458,12,NA
TRUE,2,22,4,12,6,0.183452838,0.2712295893,0.5453175728,0.0711209416,0.3520158925,0.1914073713,1.799525e-4,0.0010375123,8.841966e-4,0.059999999,6.3952260286,215,2:1,-29.2821471773,-21.4717849143,-34.5642943546,0.2655855884,-21.2061993259,0.0643530161,-21.4074318981,12,NA
TRUE,2,671,62,354,255,0.1179152042,0.5213365774,0.3607482184,0.0821455158,0.2952200277,0.1312549127,0.0041160651,0.0022253035,0.0015748176,0.050847499,2.624623675,216,2:0,-740.5939358781,-1403.0826421125,-1457.1878717562,163.4325702946,-1239.650071818,49.2944758543,-1353.7881662507,12,NA
FALSE,2,865,0,341,524,0,0.615581266,0.384418734,NA,0.2460569542,0.1310250775,NA,0.0014955851,0.0013715067,NA,NA,216,2:1,-1187.2074495995,-2320.3130631434,-2358.4148991989,142.3108717416,-2178.0021914018,142.3108717416,-2178.0021913794,8,NA
TRUE,2,1499,28,845,626,0.051766918,0.3920430966,0.5561899854,0.1512696944,0.2260988438,0.1110290007,Inf,0.0011393757,7.700104e-4,0.050359699,1.4990556071,216,2:2,-2126.7986379151,-4165.846633853,-4229.5972758302,330.7150133885,-3835.1316204645,122.81800159310001,-4043.0286322168,12,NA
TRUE,2,2766,840,314,1612,0.3512863526,0.1047076065,0.544006041,0.2145955623,0.5008189013,0.2402998066,Inf,0.0020476529,0.0019299993,0.050359699,1.3066303425,217,2:0,-2559.709070005,-5024.3162498633,-5095.41814001,645.7161274622,-4378.6001224011,7.5601467229,-5016.756103146,12,NA
FALSE,2,51,0,6,45,0,0.8858647266,0.1141352734,NA,0.4488452012,0.1218730877,NA,0.0024084635,0.0033721469,NA,NA,217,2:1,-62.1084165525,-92.7622280432,-108.216833105,0.646201895,-92.1160261482,0.646201895,-92.1160261468,8,NA
TRUE,2,453,81,136,236,0.2220506716,0.4838264629,0.2941228655,0.0970440351,0.3342049565,0.1523630872,0.0603857557,0.0014093936,9.235028e-4,0.050279299,2.075154126,217,2:2,-551.378999959,-1029.3672944123,-1078.7579999181,95.8604482305,-933.5068461818,4.5293745177,-1024.8379198932,12,NA
TRUE,2,754,42,313,399,0.1454627273,0.4458211575,0.4087161152,0.2303785855,0.6374778889,0.1791502301,Inf,0.0030710795,0.0089801258,0.051546399,1.2882389351,218,2:0,-446.8719338993,-814.2391593825,-869.7438677986,235.2940788012,-578.9450805813,9.082565902,-805.1565934811,12,NA
TRUE,2,4614,1783,1125,1706,0.446431192,0.2289777436,0.3245910644,0.1986692251,0.4634201494,0.2196208544,Inf,0.0017842805,0.0018390019,0.050359699,1.3395580872,218,2:1,-3915.0674782402,-7728.8927512156,-7806.1349564804,1226.6092339127,-6502.2835173029,18.4599991051,-7710.4327520807,12,NA
TRUE,2,117,20,2,95,0.2068197085,0.0160927309,0.7770875605,0.081671453,0.2703106224,0.1486993608,0.0041610887,5.92887820485526e-6,0.0012250074,0.050420199,2.6133816246,219,2:0,-202.9208300771,-348.6955729365,-381.8416601541,24.8568072918,-323.8387656448,0.3634590158,-348.3321139209,12,NA
TRUE,2,449,40,149,260,0.1085691439,0.3271378715,0.5642929845,0.2214995758,0.6178567376,0.2679447365,Inf,0.0026850516,0.0045243689,0.056179799,1.3398250354,220,2:0,-265.0375193282,-456.7907640034,-506.0750386563,63.5763066188,-393.2144573847,2.4378301148,-454.3529338869,12,NA
TRUE,2,8439,728,1150,6561,0.1154170353,0.1328231892,0.7517597755,0.1513844407,0.4728857028,0.2116058896,Inf,0.0031463593,0.0031547591,0.050420199,1.4993866952,220,2:1,-8018.0947690784,-15927.7021089908,-16012.1895381567,1572.0093995914,-14355.6927093995,198.1149527876,-15729.5871562352,12,NA
TRUE,2,2327,129,496,1702,0.0817421988,0.2079916673,0.7102661339,0.1199685437,0.373942292,0.1702522965,Inf,0.0028917893,0.0020432856,0.050359699,1.723466956,220,2:2,-2535.597633036,-4978.1672441124,-5047.195266072,444.9075207838,-4533.2597233286,110.1302811163,-4868.0369629907,12,NA
TRUE,2,11747,4230,1939,5578,0.3839456144,0.4650452078,0.1510091777,0.1409315428,0.4752205738,0.1855424917,Inf,0.0025477528,0.0058625369,0.050251299,1.554159284,221,2:1,-11008.8272350008,-21905.1982319877,-21993.6544700016,5505.7426911165,-16399.4555408712,373.6897069348,-21531.5085251149,12,NA
TRUE,2,8411,5576,2427,408,0.6627742687,0.2588744861,0.0783512452,0.2280490532,0.3760570354,0.1734578037,Inf,0.0020144881,8.349437e-4,0.050359699,1.2834142722,221,2:2,-8408.0817720086,-16707.7159961936,-16792.1635440171,2115.0232573982,-14592.6927387954,2.0928943647,-16705.6231017739,12,NA
TRUE,2,269,8,199,62,0.0414369742,0.2184257201,0.7401373058,0.4007444161,0.5667852955,0.2730503312,Inf,0.0036859207,0.0017921807,0.061855699,1.182525106,222,2:0,-221.136889011,-375.1372414668,-418.273778022,14.9088764559,-360.2283650109,2.4167769876,-372.7204644776,12,NA
TRUE,2,1848,53,547,1248,0.036576528,0.6684970404,0.2949264316,0.2333753696,0.424312451,0.2130239713,Inf,0.0011117757,9.719407e-4,0.051502099,1.2831757455,222,2:1,-2415.5673157329,-4740.8723204394,-4807.1346314659,99.1463624709,-4641.7259579685,5.7168506767,-4735.1554697603,12,NA
TRUE,2,1740,145,257,1338,0.1083459445,0.1451821001,0.7464719554,0.1860034304,0.4581409799,0.2261167869,Inf,0.0032716258,0.0027929022,0.051204799,1.3798614161,223,2:0,-1663.6753514659,-3237.8110182254,-3303.3507029319,310.8391999336,-2926.9718182917,62.2000171867,-3175.6110010532,12,NA
TRUE,2,11833,436,974,10423,0.0564722117,0.0825782508,0.8609495375,0.1248384938,0.368536629,0.1834345393,Inf,0.0026006003,0.0024215606,0.050847499,1.6872119926,223,2:1,-15170.9319281456,-30229.3200860827,-30317.8638562913,1941.8624305344,-28287.4576555482,601.752106888,-29627.5679797069,12,NA
TRUE,2,4914,190,736,3988,0.059379448,0.1485214501,0.7920991019,0.1059488259,0.3033860841,0.1515462854,Inf,0.001960957,0.0013982052,0.050359699,1.9059271444,223,2:2,-6926.9997958999,-13752.0014691627,-13829.9995917997,881.8776525727,-12870.1238165901,296.5017009462,-13455.4997683347,12,NA
TRUE,2,1210,21,973,216,0.0228556748,0.1743821925,0.8027621327,Inf,0.623395695,0.2951973782,Inf,0.0028982732,0.0026105884,0.057851199,0.9580183762,224,2:0,-1160.1308101946,-2235.081112726,-2296.2616203891,40.6737730135,-2194.4073397125,2.4627138189,-2232.6183989022,12,NA
TRUE,2,1653,36,683,934,0.0311316634,0.5578410885,0.4110272481,1.0613384399,0.466066964,0.2301136658,Inf,0.0021648727,0.0018611507,0.051851899,1.0513646264,224,2:1,-1560.7092474748,-3032.4943297758,-3097.4184949497,116.8555458732,-2915.6387839027,25.4157333757,-3007.0785963915,12,NA
TRUE,2,1267,31,934,302,0.0342578446,0.7341976772,0.2315444782,0.1798729693,0.3721374661,0.1747275366,Inf,0.0022935084,0.0012119074,0.050632899,1.3917739976,224,2:2,-1379.071246236,-2672.4096063081,-2734.142492472,95.9622789424,-2576.4473273657,24.2188630408,-2648.1907432453,12,NA
TRUE,2,18,4,1,13,0.2265835168,0.0555551787,0.7178613045,0.2062966965,0.821429,0.594230871,0.0192322461,1e-9,0.0027305012,0.132419999,2.7924461101,225,2:0,-23.3425618318,-12.0006625688,-22.6851236635,0.4623608149,-11.5383017539,1.04385481176624e-6,-12.0006615249,12,NA
TRUE,2,3156,240,1101,1815,0.0985803946,0.3430464501,0.5583731553,0.3314299218,0.4443530207,0.2179932767,Inf,0.0021327457,0.0019997854,0.050420199,1.1794251049,225,2:1,-2737.3792649109,-5378.0738016383,-5450.7585298219,479.9168515121,-4898.1569501262,56.5706682161,-5321.5031333912,12,NA
TRUE,2,237,26,110,101,0.13680675380000001,0.4051605488,0.4580326975,0.148053187,0.3635521873,0.1782374529,Inf,0.0012506249,8.76724e-4,0.055555599,1.6006167318,225,2:2,-268.129449279,-470.6421768644,-512.2588985581,36.5610166808,-434.0811601836,2.6270869076,-468.0150899559,12,NA
TRUE,2,3162,224,625,2313,0.0973104909,0.1925738543,0.7101156548,0.1395369171,0.3850545663,0.1836488677,Inf,0.0025779094,0.0019615725,0.050561799,1.5682689729,226,2:0,-3431.2095683553,-6765.7116164973,-6838.4191367105,594.8665478676,-6170.8450686297,119.482543695,-6646.2290727836,12,NA
TRUE,2,6067,386,825,4856,0.0868671458,0.7787133143,0.1344195399,0.1109167557,0.3194669452,0.1567644494,Inf,0.0020680441,0.0013653723,0.050420199,1.8334391531,226,2:1,-8414.7069152623,-16724.8863961894,-16805.4138305247,1160.3772068811,-15564.5091893083,266.3753202536,-16458.511075949,12,NA
TRUE,2,2316,127,488,1701,0.0769626197,0.2128708499,0.7101665304,0.0850641284,0.2766935102,0.1356345648,0.0061219086,0.0023242669,0.0012653958,0.050724599,2.4771489276,226,2:2,-3188.6627985955,-6284.3544351267,-6353.325597191,550.701589542,-5733.6528455847,215.6817395548,-6068.6726955939,12,NA
TRUE,2,2608,283,1466,859,0.1284052742,0.5514645039,0.3201302218,0.17964969150000001,0.4799647393,0.2323524583,Inf,0.0038911668,0.0039544873,0.051212899,1.3987400964,227,2:0,-1644.9169441144,-3195.4378211523,-3265.8338882288,529.0216422286,-2666.4161789236,159.3917498827,-3036.0460711437,12,NA
FALSE,2,368,0,196,172,0,0.5254195142,0.4745804858,NA,0.4757609547,0.2802968664,NA,0.0036386736,0.013533934,NA,NA,227,2:1,-246.4295020174,-445.5943405295,-476.8590040349,113.3397966107,-332.2545439188,113.3397966107,-332.254543894,8,NA
TRUE,2,496,81,181,234,0.1941214784,0.3585494153,0.4473291063,0.2045501021,0.606110851,0.2647078303,Inf,0.0022159942,0.004026496,0.054054099,1.3591729871,228,2:0,-299.7318828309,-524.9848545412,-575.4637656619,87.688729105,-437.2961254361,2.0895706696,-522.8952838693,12,NA
TRUE,2,1014,212,218,584,0.2551466975,0.5387673942,0.2060859084,0.1434187415,0.452590126,0.2151733037,Inf,0.0021277953,0.002034476,0.050359699,1.5411585768,228,2:1,-921.423359507,-1759.7868208043,-1818.8467190141,219.152336283,-1540.6344845213,15.0203922317,-1744.7664285689,12,NA
TRUE,2,325,130,1,194,0.4519649456,0.0030747077,0.5449603467,0.0965568719,0.413793,0.1372939726,0.0479815547,1e-9,0.0019006461,0.050420199,2.0928442782,229,2:0,-566.3471021697,-1063.2883021515,-1108.6942043395,147.4651829919,-915.8231191596,1.32032679188875e-5,-1063.2882889482,12,NA
FALSE,2,2050,0,217,1833,0,0.8960949728,0.1039050272,NA,0.2889862527,0.1346560355,NA,0.0013646033,0.0011866287,NA,NA,229,2:1,-3375.9195333947,-6690.8343062123,-6735.8390667893,61.3679679258,-6629.4663382865,61.3679679258,-6629.4663382161,8,NA
FALSE,2,2435,0,78,2357,0,0.9668991559,0.0331008441,NA,0.2465743443,0.1182346923,NA,9.718975e-4,7.679154e-4,NA,NA,229,2:2,-4978.747167762,-9895.11271924,-9941.4943355241,38.1099743536,-9857.0027448864,38.1099743536,-9857.0027445927,8,NA
TRUE,2,2106,73,1159,874,0.0455434482,0.5470071952,0.4074493567,0.3214826913,0.5090331702,0.2494571945,Inf,0.0025687933,0.0020807511,0.050847499,1.1878820658,230,2:0,-1743.4327417419,-3395.0349351715,-3462.8654834838,146.1950509179,-3248.8398842536,26.4780011145,-3368.556934033,12,NA
TRUE,2,5364,156,2521,2687,0.0413338828,0.491006745,0.4676593721,0.3405124609,0.3971213046,0.1966490825,Inf,0.0019070856,0.0013586771,0.050314499,1.1733799186,230,2:1,-5540.3253663932,-10977.6011498535,-11056.6507327863,473.0544709213,-10504.5466789323,111.189648481,-10866.4115013296,12,NA
TRUE,2,485,48,232,205,0.1143375909,0.410365897,0.4752965121,0.7016950489,0.7059339915,0.3246193201,Inf,0.0034655325,0.0038892416,0.051724099,1.0795790935,231,2:0,-237.3682195443,-400.5266523974,-450.7364390886,49.8625044267,-350.6641479706,1.7821145874,-398.74453781,12,NA
TRUE,2,4473,487,1245,2741,0.1365083861,0.2732629367,0.5902286772,0.2117861533,0.5030827691,0.2407222416,Inf,0.0039974708,0.0030008252,0.050359699,1.3119668286,231,2:1,-3115.9973422752,-6131.1249093092,-6207.9946845504,840.3696242046,-5290.7552851046,150.3118378562,-5980.8130714203,12,NA
TRUE,2,1010,137,510,363,0.1969484851,0.4818053578,0.3212461571,Inf,0.3960929534,0.1841497735,Inf,0.002221359,0.0012926148,0.051282099,0.6666393513,231,2:2,-637.166054034,-1191.3196407501,-1250.3321080681,253.6998557119,-937.6197850381,18.7289014981,-1172.5907392414,12,NA
TRUE,2,194,72,45,77,0.4084197783,0.2219850862,0.3695951355,0.3138565391,0.5389148925,0.2674058407,Inf,0.0018546756,0.0010505878,0.051724099,1.1973204803,232,2:0,-151.3720196965,-239.5297414843,-278.744039393,35.9212520686,-203.6084894156,0.0033045858,-239.5264368984,12,NA
TRUE,2,352,58,69,225,0.1802244828,0.1557643585,0.6640111587,0.1048485198,0.3852146048,0.2462822544,Inf,0.0011809332,0.0100508789,0.050359699,1.9242207537,232,2:1,-297.949244071,-525.5349140348,-571.898488142,147.0347347009,-378.5001793339,71.4089238922,-454.1259901563,12,NA
TRUE,2,21,6,3,12,0.3008716514,0.1419262048,0.5572021437,0.1223754111,0.4161563193,0.3085610236,Inf,8.1139277502528e-6,0.001029719,0.050359699,1.6992876626,232,2:2,-30.1737952452,-23.8133212377,-36.3475904904,1.428428819,-22.3848924187,0.0693179858,-23.7440032519,12,NA
TRUE,2,575,56,189,330,0.1290377168,0.5454087456,0.3255535375,0.1901513393,0.4424223619,0.2159506273,Inf,0.0025084463,0.0017998869,0.050541499,1.3620196032,233,2:0,-494.1767406037,-912.1010407177,-964.3534812073,88.7584734163,-823.3425673015,10.7129266811,-901.3881140336,12,NA
TRUE,2,1290,40,329,921,0.0516040063,0.2487028134,0.6996931803,0.3920199792,0.3445995053,0.1722269231,Inf,0.0018570277,0.0012612528,0.050359699,1.1473969961,233,2:1,-1587.2603589261,-3088.5719478838,-3150.5207178521,177.9062779873,-2910.6656698966,48.2776469602,-3040.2943009277,12,NA
TRUE,2,343,9,178,156,0.033575042,0.5153334273,0.4510915307,2.6271397173,0.6022165624,0.3234023901,Inf,0.0035668362,0.0023124988,0.054794499,1.0213013785,233,2:2,-246.3897150051,-422.7266646442,-468.7794300102,19.1387937598,-403.5878708843,4.8637564348,-417.8629082076,12,NA
TRUE,2,3948,336,1516,2096,0.1124992043,0.3763677358,0.5111330598,0.1331921348,0.4282195242,0.1876830185,Inf,0.0036266665,0.0033405106,0.051020399,1.6208996136,234,2:0,-2961.2042796411,-5823.0369864755,-5898.4085592822,937.3630715402,-4885.6739149353,228.9648901402,-5594.0720962617,12,NA
TRUE,2,5971,387,1338,4246,0.0906915808,0.689670131,0.2196382882,0.1162849276,0.3683041267,0.1655743606,Inf,0.0023658534,0.0019101513,0.050359699,1.7638911544,234,2:1,-6608.1939898842,-13112.0519434098,-13192.3879797684,1156.6345027807,-11955.4174406291,216.4131083031,-12895.6388350675,12,NA
TRUE,2,5752,295,2368,3089,0.0811081335,0.5143355247,0.4045563418,0.1031020237,0.300624578,0.1348935582,Inf,0.0018207236,0.001352432,0.050359699,1.9548251664,234,2:2,-6657.1786146421,-13210.4695944915,-13290.3572292843,1232.4821913697,-11977.9874031218,294.9717715755,-12915.497822838,12,NA
TRUE,2,50,40,1,9,0.8207353947,0.019982212,0.1592823933,0.1555821736,0.333333,0.2209347752,Inf,1e-9,5.62802948272313e-5,0.051020399,1.4879450372,235,2:0,-83.4608239636,-119.977371862,-142.9216479272,3.1890972362,-116.7882746258,7.63003339378585e-41,-119.977371862,12,NA
TRUE,2,416,50,79,287,0.1331495936,0.1637556302,0.7030947763,0.0748021109,0.2803796827,0.1908098701,0.001327228,9.320531e-4,0.00395358,0.052023099,3.2838171882,235,2:1,-515.2928846574,-958.2175461916,-1006.5857693147,151.5630759261,-806.6544702655,100.7122966341,-857.505314857,12,NA
TRUE,2,505,73,183,249,0.1468109597,0.3158767029,0.5373123374,0.0885102408,0.4302833226,0.2425811638,0.0091940118,0.0015541235,0.0118985908,0.051020399,2.3609126229,236,2:0,-395.690616504,-716.6865318567,-767.381233008,188.6165886806,-528.0699431761,104.3064856976,-612.3800088541,12,NA
TRUE,2,1276,164,224,888,0.159329554,0.6697176575,0.1709527885,0.0994582093,0.3524311334,0.1640692381,0.205162502,0.0018993141,0.0012326237,0.050314499,2.0238237757,236,2:1,-1619.262460612,-3152.7070956571,-3214.524921224,239.9848991199,-2912.7221965373,25.3498311794,-3127.3572644709,12,NA
TRUE,2,16,6,1,9,0.4063776963,0.0624912957,0.531131008,0.1116174591,0.305195,0.201059923,Inf,1e-9,7.779816e-4,0.053254399,1.9124675585,236,2:2,-29.7875282617,-26.3039918565,-35.5750565234,2.778567985,-23.5254238716,2.86718e-4,-26.3037051385,12,NA
TRUE,2,4651,215,1562,2874,0.0675031977,0.3275485135,0.6049482888,0.1253115537,0.3602301007,0.1726955876,Inf,0.002593634,0.0021917639,0.050359699,1.6718939667,237,2:0,-4593.5552252427,-9085.7724001347,-9163.1104504854,923.9006985989,-8161.8717015359,346.4588430913,-8739.313556968,12,NA
TRUE,2,16714,358,3436,12920,0.0404520206,0.2064815581,0.7530664213,0.1256454667,0.298168769,0.1455644093,Inf,0.0024205655,0.0012348337,0.050359699,1.6689139332,237,2:1,-22897.7352163852,-45678.7824091236,-45771.4704327704,2862.0744738375,-42816.7079352861,1195.6463462248,-44483.1360634826,12,NA
TRUE,2,428,49,191,188,0.1454242554,0.4127513966,0.441824348,0.0839083797,0.2521041615,0.1181049093,0.0056177474,0.0025844873,0.0010553399,0.050359699,2.5010932749,238,2:0,-529.1129126246,-985.5163469022,-1034.2258252492,148.6592707021,-836.8570762001,52.399597262,-933.1167496348,12,NA
FALSE,2,1563,0,271,1292,0,0.8230765837,0.1769234163,NA,0.2243500376,0.1108359442,NA,0.001230406,9.735418e-4,NA,NA,238,2:1,-2618.7827857885,-5178.7306729337,-5221.5655715771,145.5227643729,-5033.2079085608,145.5227643729,-5033.2079084743,8,NA
TRUE,2,901,46,317,538,0.0661032246,0.3485772977,0.5853194777,0.1634900617,0.4337445623,0.2107642739,Inf,0.0026762718,0.0017352706,0.050445099,1.4462392467,239,2:0,-835.6533166553,-1589.6645702193,-1647.3066333106,100.064703869,-1489.5998663503,21.2165762945,-1568.4479939188,12,NA
TRUE,2,2348,80,497,1771,0.0502367795,0.2082630546,0.7415001659,0.1438962207,0.349306686,0.1753510428,Inf,0.0018489047,0.0012784157,0.053691299,1.5952147398,239,2:1,-3041.2901969686,-5989.4445637658,-6058.5803939372,294.7807263588,-5694.663837407,79.6016641225,-5909.842899644,12,NA
TRUE,2,3282,184,1541,1557,0.0699379114,0.4663194344,0.4637426543,0.3988518195,0.6155940525,0.2981933828,Inf,0.0041760205,0.0025496905,0.050359699,1.1445074251,240,2:0,-2015.6448779817,-3934.1352567035,-4007.2897559633,271.3909448883,-3662.7443118152,45.1523771478,-3888.9828795443,12,NA
TRUE,2,6272,329,2011,3932,0.068032032,0.6136829979,0.3182849701,0.2500379428,0.4591700394,0.2243609409,Inf,0.002236567,0.0015384922,0.050314499,1.2519208463,240,2:1,-6171.7157595651,-12238.5053123857,-12319.4315191301,596.5497402906,-11641.9555720951,78.9330173767,-12159.572294983,12,NA
TRUE,2,1789,29,464,1296,0.023684187,0.256719007,0.719596806,0.1504109409,0.4202800226,0.199147902,Inf,0.0025425182,0.0021972013,0.050632899,1.5074553283,241,2:0,-1855.2315354613,-3620.5901259205,-3686.4630709226,149.6931598495,-3470.896966071,58.266679644,-3562.3234462614,12,NA
TRUE,2,6098,144,1251,4703,0.0354353578,0.7611170505,0.2034475917,0.131086268,0.3457182014,0.1675192088,Inf,0.0019121344,0.0013488893,0.050359699,1.6238305382,241,2:1,-7984.3301972717,-15864.0718010128,-15944.6603945434,647.1938618429,-15216.8779391699,198.3789688685,-15665.692832094,12,NA
TRUE,2,621,59,238,324,0.1150140532,0.3783651467,0.5066208001,0.1250535492,0.4739524305,0.2300249058,Inf,0.0024581251,0.0037891725,0.050955399,1.6876743736,242,2:0,-451.6333574535,-826.0907419238,-879.266714907,106.9823372951,-719.1084046287,28.8706777727,-797.2200641393,12,NA
TRUE,2,2125,197,446,1482,0.1151221569,0.2061928904,0.6786849527,0.1152512408,0.3685217384,0.1844956247,Inf,0.0019836119,0.0013768991,0.050314499,1.7748232763,242,2:1,-2496.9960411429,-4902.0537573096,-4969.9920822859,333.8340340265,-4568.2197232831,63.4522764394,-4838.6014806127,12,NA
FALSE,2,508,0,341,167,0,0.3369933612,0.6630066388,NA,0.2610532318,0.1170060533,NA,0.0018455077,0.0011460034,NA,NA,243,2:0,-638.6041674251,-1227.3644832696,-1261.2083348502,38.931801674,-1188.4326815956,38.931801674,-1188.4326815559,8,NA
TRUE,2,2799,39,1074,1686,0.0319653649,0.3837223,0.5843123351,0.0811387537,0.2292995156,0.1131203801,0.0038613936,0.0015331448,7.998194e-4,0.050458699,2.644674348,243,2:1,-4068.7079802182,-8042.1717505621,-8113.4159604363,547.3536959964,-7494.8180545658,299.2516364153,-7742.9201141195,12,NA
