tail,K_beta,N,N_Tail,N_C1,N_C2,pi_Tail,pi_C1,pi_C2,Mean_Tail,Mean_C1,Mean_C2,Variance_Tail,Variance_C1,Variance_C2,Scale_Tail,Shape_Tail,id,karyotype,NLL,BIC,AIC,entropy,ICL,reduced.entropy,reICL,size,PF
TRUE,2,1173,165,455,553,0.1635020548,0.3852495716,0.4512483736,0.135655295,0.5296021233,0.2549473778,Inf,0.002168597,0.00200424,0.050359699,1.5904138239,422,2:0,-912.8608133393,-1740.9137884948,-1801.7216266786,125.3125456269,-1615.6012428679,5.002713366,-1735.9110751273,12,NA
TRUE,2,3225,321,707,2197,0.1232403029,0.6619835901,0.214776107,0.1244922117,0.4111009874,0.1983349918,Inf,0.0019546784,0.0011495311,0.050251299,1.6768680124,422,2:1,-3753.2356061464,-7409.526953542,-7482.4712122927,396.4333900086,-7013.0935635333,28.5671208007,-7380.9598327319,12,NA
TRUE,2,150,15,58,77,0.1062660186,0.5098484552,0.3838855261,0.0643659451,0.3497013552,0.1622045475,3.151104e-4,0.0014621149,0.0012003347,0.050847499,4.7613419857,422,2:2,-174.7128849386,-289.298146348,-325.4257698772,8.8249639254,-280.4731824226,2.3556646955,-286.9424816516,12,NA
TRUE,2,1183,128,551,504,0.1192953977,0.4171100202,0.4635945821,0.1427910514,0.6678749755,0.330455854,Inf,0.002473348,0.0024046082,0.050847499,1.553029524,423,2:0,-819.8823286463,-1554.8549509249,-1615.7646572926,66.8077642259,-1488.047186699,2.029448023,-1552.8255029015,12,NA
TRUE,2,2952,164,460,2328,0.0684662267,0.1544412048,0.7770925685,0.1601709687,0.4960526344,0.2416018849,Inf,0.0023675088,0.0015427917,0.050632899,1.4622401977,423,2:1,-3486.1361104445,-6876.3893626604,-6948.272220889,215.6939211783,-6660.695441482,17.2790048453,-6859.1103578261,12,NA
TRUE,2,203,11,128,64,0.0698715626,0.6305172525,0.2996111849,0.146012079,0.3760920288,0.1881662344,Inf,0.0022635418,8.278092e-4,0.050955399,1.5360527953,423,2:2,-211.9260329581,-360.0935941676,-399.8520659161,19.1288017916,-340.9647923761,4.493965698,-355.5996284656,12,NA
TRUE,2,580,97,254,229,0.192031518,0.43058923,0.3773792521,0.2639969351,0.6232463995,0.2990443137,Inf,0.0033611791,0.0029445418,0.051546399,1.2426277662,424,2:0,-308.1907897756,-540.0252423086,-592.3815795511,77.8165784319,-462.2086638767,4.5587768186,-535.4664654881,12,NA
TRUE,2,4240,591,1127,2522,0.1803654517,0.2571997914,0.5624347569,0.4156250899,0.4535433872,0.2276369685,Inf,0.0034348492,0.0023089436,0.050420199,1.1380600322,424,2:1,-3189.2888049147,-6278.3497872506,-6354.5776098293,995.6509552219,-5282.6988320287,176.6798164682,-6101.6699708128,12,NA
TRUE,2,1729,161,767,801,0.1137288679,0.4482276433,0.4380434887,0.1088047759,0.3753583847,0.1838537099,Inf,0.0017877268,0.0016076976,0.050420199,1.8635876399,424,2:2,-1703.4536251974,-3317.4436685665,-3382.9072503947,251.5991380184,-3065.8445305481,48.1690023691,-3269.2746661751,12,NA
TRUE,2,478,58,255,165,0.1477783284,0.3249260588,0.5272956128,0.1666102155,0.5847899514,0.2480204152,Inf,0.0024782319,0.0060056372,0.052083299,1.4547690674,425,2:0,-303.3038237422,-532.5723186946,-582.6076474845,80.3921805273,-452.1801381673,7.7524777238,-524.8198409636,12,NA
TRUE,2,4464,523,1411,2530,0.1451790375,0.5434077901,0.3114131724,0.1324940728,0.4362111282,0.2081190772,Inf,0.0019700724,0.0017760132,0.050359699,1.6131379185,425,2:1,-4102.6899444987,-8104.5342829487,-8181.3798889975,663.7862733933,-7440.7480095555,50.4502589236,-8054.0840240034,12,NA
TRUE,2,958,89,555,314,0.118583143,0.3079402309,0.5734766261,0.1020012111,0.3528440541,0.1569954397,Inf,0.0013854761,0.0016789645,0.050279299,1.9721082799,425,2:2,-1058.9491971949,-2035.5202210541,-2093.8983943898,152.6679269147,-1882.8522941394,18.0891668151,-2017.4310542282,12,NA
TRUE,2,1051,130,80,841,0.1669679841,0.0710281477,0.7620038682,0.1608898756,0.4344549208,0.1991004574,Inf,0.0014811381,0.0022517995,0.050480799,1.4572160238,426,2:0,-1229.8988272645,-2376.3076860784,-2435.7976545289,227.3911426665,-2148.9165434119,8.1927692384,-2368.1149168432,12,NA
TRUE,2,3934,127,1420,2387,0.0516740603,0.354467965,0.5938579746,0.4086402931,0.3376341817,0.18069294,Inf,0.0020528378,0.0016658689,0.050724599,1.1417221984,426,2:1,-4258.7368130307,-8418.1446820741,-8493.4736260614,754.4674182342,-7663.6772638398,357.9242801961,-8060.2204018625,12,NA
TRUE,2,782,59,370,353,0.0912552694,0.4404887829,0.4682559478,0.390718366,0.5625140662,0.2701191618,Inf,0.0029302731,0.0022993556,0.050504999,1.1484509543,427,2:0,-539.7483654995,-999.5544741125,-1055.496730999,74.3110736552,-925.2434004573,5.9297732147,-993.6247008959,12,NA
TRUE,2,1645,72,469,1104,0.0597255461,0.6579906469,0.282283807,0.267782865,0.4358366077,0.2073837266,Inf,0.0020593246,0.0014949446,0.050724599,1.2336911648,427,2:1,-1745.443364806,-3402.0207816535,-3466.8867296119,163.1085365829,-3238.9122450706,17.4818347616,-3384.5389468877,12,NA
TRUE,2,2921,122,1200,1599,0.0604105706,0.4806250846,0.4589643448,0.3722386915,0.5111917238,0.3559439548,Inf,0.0620658927,0.002142991,0.052631599,1.1646759419,428,2:0,-1219.7967544287,-2343.8373332288,-2415.5935088574,1237.4194309741,-1106.4179022547,885.1097601355,-1458.727573027,12,NA
TRUE,2,12987,1692,2181,9114,0.1578062859,0.6812831373,0.1609105767,0.4481809338,0.5294129406,0.2561059256,Inf,0.0023832561,0.0019808016,0.050131899,1.1259440286,428,2:1,-11802.0123063807,-23490.3641631281,-23580.0246127614,2000.7279528097,-21489.6362103184,62.7195451937,-23427.6446179073,12,NA
TRUE,2,7084,802,2256,4026,0.1413335192,0.5465901709,0.31207631,0.2035935351,0.41560202,0.1989981696,Inf,0.0016652616,0.0013614742,0.050279299,1.3279493169,428,2:2,-7025.1986662853,-13944.0102045837,-14026.3973325705,1172.7922416379,-12771.2179629458,61.3750214736,-13882.6351830812,12,NA
TRUE,2,1519,44,827,648,0.0657470727,0.537497051,0.3967558763,0.1268676971,0.4310081438,0.1649932834,Inf,0.0052129277,0.0051925428,0.050473199,1.6606915455,429,2:0,-998.7986926647,-1909.6876952983,-1973.5973853294,382.6756162497,-1527.0120790486,146.5438532624,-1763.1438420332,12,NA
TRUE,2,5222,483,373,4366,0.1169222707,0.7897664942,0.0933112351,0.1063720269,0.3194687631,0.2126382583,Inf,6.583859e-4,0.0051867782,0.050359699,1.8990824149,429,2:1,-5758.725537505,-11414.7234460189,-11493.45107501,1708.3897056076,-9706.3337404114,840.4478495322,-10574.2755968807,12,NA
TRUE,2,2726,32,616,2078,0.026367599,0.2230253929,0.7506070081,0.1867034004,0.3976768989,0.1896372253,Inf,0.0034363361,0.0026628977,0.053763399,1.4044185228,430,2:0,-2779.415218688,-5463.9033500289,-5534.8304373759,388.9988630995,-5074.9044869294,187.8244360976,-5276.0789139168,12,NA
TRUE,2,7955,198,1083,6674,0.0449682765,0.135322386,0.8197093375,0.1683422836,0.3279692966,0.1585197647,Inf,0.0024351687,0.0016031685,0.050504999,1.4285994809,430,2:1,-10842.631616645,-21577.484562000802,-21661.2632332901,1302.6636359952,-20274.8209260056,421.0708936104,-21156.4136687436,12,NA
TRUE,2,1429,17,335,1077,0.0325021886,0.7365972241,0.2309005873,0.1206571212,0.28378042,0.135836673,Inf,0.0020235953,0.0011477625,0.050420199,1.7178588896,430,2:2,-1993.6285993012,-3900.0804364672,-3963.2571986024,228.8516341227,-3671.2288023445,96.5530740852,-3803.5273623761,12,NA
TRUE,2,3579,1150,1172,1257,0.3657335482,0.3164173332,0.3178491186,0.2903069348,0.6673704127,0.288472585,Inf,0.0029750111,0.0052541704,0.050632899,1.2112573389,431,2:0,-1739.667557358,-3381.1410501868,-3455.335114716,838.9514926796,-2542.1895575072,16.2870914307,-3364.8539587391,12,NA
TRUE,2,8012,2130,1698,4184,0.3283909792,0.1970297649,0.4745792559,0.2906016427,0.4784436433,0.231196324,Inf,0.0028526509,0.0029780607,0.050359699,1.2096207607,431,2:1,-5691.067331781,-11274.2703152007,-11358.1346635621,2388.9347820709,-8885.3355331298,222.6580933058,-11051.612221842,12,NA
TRUE,2,287,76,117,94,0.3097012439,0.2913216332,0.3989771229,0.1027126731,0.3879106089,0.167455724,Inf,0.0021551229,0.0016255988,0.050724599,1.9756968279,431,2:2,-286.261752834,-504.6097190788,-548.5235056679,67.2191380333,-437.3905810455,3.1972570676,-501.4124620097,12,NA
FALSE,2,1410,0,664,746,0,0.536227363,0.463772637,NA,0.5139980113,0.2020306332,NA,0.0021074707,0.0067658006,NA,NA,432,2:0,-996.4877839215,-1934.964807976,-1976.975567843,46.6188772384,-1888.3459307376,46.6188772384,-1888.3459305812,8,NA
FALSE,2,298,0,92,206,0,0.7030937368,0.2969062632,NA,0.414078801,0.1809139711,NA,0.0016822072,0.0048306041,NA,NA,432,2:1,-261.227141406,-476.8775349201,-506.4542828121,19.8119127937,-457.0656221264,19.8119127937,-457.0656221049,8,NA
TRUE,2,2649,140,1247,1262,0.0702131093,0.4621019766,0.467684914,0.1538156264,0.4152048633,0.1995809822,Inf,0.00280605,0.0024502893,0.050314499,1.4861251299,433,2:0,-2185.3831526995,-4276.1830555278,-4346.7663053991,415.2853530176,-3860.8977025102,136.0000904345,-4140.1829650139,12,NA
TRUE,2,3491,197,1081,2213,0.0974210507,0.5997537877,0.3028251616,Inf,0.3390949144,0.164183743,Inf,0.0030156818,0.0014325826,0.050504999,0.8578413848,433,2:1,-3469.9529200009,-6842.0105179165,-6915.9058400018,892.3019322536,-5949.7085856629,242.3430935889,-6599.6674241242,12,NA
TRUE,2,1541,45,699,797,0.0503357909,0.4499620078,0.4997022013,0.113174963,0.2881245803,0.1414878668,Inf,0.0015358994,0.0012931484,0.050724599,1.8122386438,433,2:2,-1857.2502802798,-3626.4183185358,-3690.5005605597,276.7696839234,-3349.6486346125,107.260938685,-3519.1573798137,12,NA
TRUE,2,415,15,274,126,0.0411933063,0.2996766679,0.6591300258,0.1491239126,0.6741412477,0.312282792,Inf,0.0025288065,0.0032488829,0.057692299,1.630988525,434,2:0,-335.94116131009997,-599.5429803773,-647.8823226201,14.4302147699,-585.1127656074,0.9368174367,-598.6061629413,12,NA
TRUE,2,1112,30,381,701,0.0342528185,0.3423629449,0.6233842366,0.141016029,0.4648647097,0.2479662386,Inf,0.0026287278,0.0023116853,0.050724599,1.5617875253,434,2:1,-1007.7677836654,-1931.3685816331,-1991.5355673308,91.7847000367,-1839.5838815964,46.8645781953,-1884.5040034338,12,NA
TRUE,2,4629,332,336,3961,0.0940197916,0.0695098204,0.836470388,0.1807583473,0.4478268311,0.222709468,Inf,0.0027298743,0.0022967158,0.050200799,1.3845108894,435,2:0,-5532.2002176254,-10963.1192815584,-11040.4004352508,658.8721095262,-10304.2471720322,86.1113916236,-10877.0078899115,12,NA
TRUE,2,13939,444,6263,7232,0.0463593155,0.4467722839,0.5068684006,0.1893310771,0.3661532427,0.1835648915,Inf,0.0022278341,0.0013968867,0.050314499,1.3619316464,435,2:1,-14320.9081009683,-28527.3068505879,-28617.8162019367,1687.997745101,-26839.3091054869,597.2354044025,-27930.0714459973,12,NA
TRUE,2,285,38,91,156,0.1626646769,0.525115644,0.3122196791,0.2102058385,0.566798991,0.2787742303,Inf,0.003937317,0.0041321763,0.057471299000000003,1.3762822686,436,2:0,-155.644940988,-243.4600118128,-287.289881976,53.8078848339,-189.6521269789,9.4009133979,-234.0590984132,12,NA
TRUE,2,5113,578,975,3560,0.1411836106,0.6726833167,0.1861330727,0.1462749439,0.4368936533,0.214959749,Inf,0.0024265279,0.0015235324,0.050420199,1.5260062926,436,2:1,-5425.007710773,-10747.540922405,-10826.015421546,731.335090299,-10016.2058321061,72.8827665725,-10674.6581558119,12,NA
TRUE,2,1042,106,317,619,0.1241154555,0.3005441671,0.5753403774,0.1008905166,0.351178561,0.1732613614,0.4544683592,0.00202132,0.0011990628,0.050724599,2.0111366726,436,2:2,-1166.582366994,-2249.7779673202,-2309.164733988,164.5027005805,-2085.2752667398,35.8711696815,-2213.9067976341,12,NA
TRUE,2,373,32,211,130,0.0999469361,0.5645822557,0.3354708082,0.1944365425,0.6263554243,0.3016546913,Inf,0.0031037199,0.0020953025,0.052631599,1.3711548957,437,2:0,-257.2154099425,-443.3718788494,-490.4308198851,24.7805079901,-418.5913708592,1.275040487,-442.0968383627,12,NA
TRUE,2,1284,66,443,775,0.0592155483,0.3437847643,0.5969996874,0.1178972396,0.4690234337,0.2292580129,Inf,0.0023726833,0.0018401597,0.052238799,1.7956143718,437,2:1,-1200.6513426445,-2315.4098594781,-2377.3026852891,93.4438902391,-2221.965969239,22.1355014791,-2293.2743579923,12,NA
TRUE,2,1265,59,754,452,0.0600867459,0.3471248295,0.5927884246,0.1257953847,0.3741573428,0.181037272,Inf,0.0016609903,0.001097929,0.050314499,1.6665859643,437,2:2,-1389.6946266788,-2693.6753245437,-2755.3892533576,103.7818926787,-2589.893431865,15.1318424304,-2678.5434821058,12,NA
TRUE,2,1196,157,20,1019,0.1751389901,0.0143040235,0.8105569864,0.1121476097,0.4221586687,0.1788916189,Inf,0.0027011376,0.0035302526,0.050691199,1.8248317539,438,2:0,-1536.4947189114,-2987.9485826087,-3048.9894378228,345.1719751547,-2642.7766074539,16.1607954656,-2971.7877871326,12,NA
TRUE,2,3492,68,607,2817,0.029290314,0.1744501129,0.7962595732,0.0894969002,0.3030603404,0.2027970721,0.012047496,0.0013206161,0.0057730734,0.050420199,2.2902880095000002,438,2:1,-3880.7821618629,-7663.6655647223,-7737.5643237258,1206.118178144,-6457.5473865783,967.0384514419,-6696.6271136204,12,NA
TRUE,2,1404,124,685,595,0.1128767876,0.4030514796,0.4840717328,0.1452487018,0.4595355754,0.1973773353,Inf,0.0025734465,0.0027934703,0.050847499,1.5386318976,439,2:0,-1088.3579998153,-2089.7510326156,-2152.7159996306,237.5004681227,-1852.2505644929,30.4486404037,-2059.3023921949,12,NA
TRUE,2,836,49,235,552,0.0801297916,0.6421891509,0.2776810575,0.1365184523,0.3682943276,0.1729504817,Inf,0.0021115099,0.0015776769,0.050359699,1.5844989289,439,2:1,-906.0098661087,-1731.2761888605,-1788.0197322175,131.0015542227,-1600.2746346378,23.5624298854,-1707.7137589675,12,NA
TRUE,2,648,39,50,559,0.0739880382,0.0754812122,0.8505307496,0.2788928119,0.694344011,0.3413189157,Inf,0.0034124474,0.003074806,0.055555599,1.2487520923,440,2:0,-645.1203044889,-1212.5539206215,-1266.2406089778,40.9408699318,-1171.6130506897,1.1344740288,-1211.4194465911,12,NA
TRUE,2,5044,358,1900,2786,0.087028997,0.3736854255,0.5392855776,0.1569358097,0.500729411,0.2450319668,Inf,0.0030886341,0.0022558949,0.050420199,1.473359714,440,2:1,-3870.3978000801,-7638.4841437951,-7716.7956001602,518.7804861979,-7119.7036575973,104.0715691479,-7534.4125746227,12,NA
TRUE,2,1544,94,1142,308,0.0723818556,0.1919525769,0.7356655674,0.1036297307,0.394533345,0.1850603147,Inf,0.0021601308,0.0012292028,0.050420199,1.9475783272,440,2:2,-1667.244722849,-3246.383864931,-3310.489445698,109.3364885858,-3137.0473763452,18.879981009,-3227.5038839043,12,NA
FALSE,2,372,0,204,168,0,0.4553006718,0.5446993282,NA,0.4828929067,0.2419876541,NA,0.0038559815,0.0041436184,NA,NA,441,2:0,-275.4966261627,-503.6421014912,-534.9932523254,30.4753766197,-473.1667248715,30.4753766197,-473.1667248511,8,NA
TRUE,2,5199,66,1640,3493,0.0206446533,0.3138284431,0.6655269036,0.1405533238,0.3907353956,0.1900223476,Inf,0.0027259315,0.0019153625,0.052173899,1.5903398796,441,2:1,-5407.8592148883,-10713.0437708359,-10791.7184297765,497.6865925525,-10215.3571782834,252.5047029241,-10460.5390678528,12,NA
FALSE,2,1679,0,937,742,0,0.4470363662,0.5529636338,NA,0.3243745301,0.1554090951,NA,0.0020137991,0.0016864781,NA,NA,441,2:2,-1865.0917496561,-3670.7758700556,-3714.1834993122,116.3542762527,-3554.4215938029,116.3542762527,-3554.4215937074,8,NA
TRUE,2,690,47,330,313,0.0844341775,0.4757733037,0.4397925189,0.1435788562,0.5030877725,0.2266158938,Inf,0.0041643361,0.0035060462,0.052631599,1.5787046316,442,2:0,-428.7838893866,-779.1274796021,-833.5677787732,98.8084565993,-680.3190230028,26.3845036985,-752.7429758916,12,NA
TRUE,2,4842,191,1468,3183,0.0554785642,0.3003181486,0.6442032871,0.1152196902,0.38433164,0.1888720241,Inf,0.0030291003,0.0024792553,0.050420199,1.7780956003,442,2:1,-4599.0996271834,-9096.3782567169,-9174.1992543669,833.5276361466,-8262.8506205703,389.2337397241,-8707.1445169692,12,NA
TRUE,2,3309,96,1669,1544,0.0468299034,0.4959752152,0.4571948814,0.123604243,0.3268949155,0.1536426161,Inf,0.0018832591,0.0017327236,0.050359699,1.6875556354,442,2:2,-3532.355877942,-6967.4589401889,-7040.711755884,531.0304342328,-6436.4285059562,205.3714357755,-6762.0875043171,12,NA
FALSE,2,1580,0,0,1580,0,0.9403831219,0.0596168781,NA,0.4303388939,0.4301457628,NA,0.030480546,0.0304647691,NA,NA,443,2:0,-585.3936123254,-1111.8657836427,-1154.7872246509,356.9397870525,-754.9259965902,356.9397870525,-754.9248077711,8,NA
TRUE,2,5415,210,1186,4019,0.0504966777,0.7327399,0.2167634223,0.2308978232,0.4823402644,0.2368671375,Inf,0.002660965,0.0018918786,0.050504999,1.2799723283,443,2:1,-5617.7792501323,-11132.3953623515,-11211.5585002647,432.9015107549,-10699.4938515966,73.3599094422,-11059.0354528864,12,NA
TRUE,2,8397,212,3071,5114,0.0350494534,0.6011679104,0.3637826362,0.1372449732,0.3835395777,0.1884267046,Inf,0.0019977848,0.0013303116,0.050314499,1.578790113,443,2:2,-9286.3535568631,-18464.2795563881,-18548.7071137263,662.7985351666,-17801.4810212215,201.0127305844,-18263.2668257433,12,NA
FALSE,2,136,0,63,73,0,0.5395446707,0.4604553293,NA,0.488763025,0.1525613908,NA,0.0023834821,0.0053702875,NA,NA,444,2:0,-102.1415066909,-164.9817742959,-188.2830133818,1.8864986441,-163.0952756518,1.8864986441,-163.095275645,8,NA
TRUE,2,1485,347,452,686,0.2833931732,0.4262325209,0.2903743059,0.1852333729,0.3858612004,0.1916671682,Inf,0.0016808631,9.142966e-4,0.050314499,1.3729240954,444,2:1,-1473.9441847254,-2860.2503288359,-2923.8883694508,330.8795106564,-2529.3708181795,12.2818109075,-2847.9685179228,12,NA
TRUE,2,2093,67,1699,327,0.0426395806,0.1478111332,0.8095492862,0.1191849427,0.4882540057,0.1623777566,Inf,0.0033091478,0.0026076348,0.052083299,1.7761851442,445,2:0,-2024.4052956553,-3957.0543466413,-4024.8105913107,156.9019451949,-3800.1524014464,9.785207299,-3947.2691393316,12,NA
TRUE,2,3801,122,1635,2044,0.0488116853,0.4255384016,0.5256499131,0.1551361679,0.3850435871,0.1842713905,Inf,0.0022468924,0.0021259486,0.050420199,1.4814948429,445,2:1,-3582.3204627607,-7065.7246918936,-7140.6409255215,525.742107468,-6539.9825844256,183.6136172114,-6882.111074597,12,NA
TRUE,2,2402,487,0,1915,0.2257060211,0.0094875612,0.7648064177,1.0711242523,0.3875528054,0.3202212276,Inf,9.98024107193378e-6,0.0019342505,0.051094899,1.0500915967,445,2:2,-2744.1293869115,-5394.8500897913,-5464.258773823,339.6164025056,-5055.2336872857,52.417602756,-5342.4324866063,12,NA
TRUE,2,743,69,152,522,0.1267281106,0.1994454269,0.6738264625,0.1586222237,0.4816685084,0.2256607126,Inf,0.0026152314,0.0030951902,0.054945099,1.5299635685,446,2:0,-631.8289610443,-1184.3295695519,-1239.6579220885,140.2086056197,-1044.1209639322,17.065445265,-1167.2641242924,12,NA
TRUE,2,11268,942,1042,9284,0.1102543537,0.800274151,0.0894714952,0.1240143865,0.3825088219,0.1817916798,Inf,0.0018686348,0.0017096052,0.050420199,1.6851111577,446,2:1,-14799.291751504,-29486.6268374601,-29574.583503008,1913.0936821275,-27573.5331553326,195.9081128928,-29290.7187245914,12,NA
TRUE,2,4174,363,966,2845,0.1185695436,0.2270759264,0.65435453,0.1056102106,0.3209275924,0.1513786967,Inf,0.0021978086,0.0011965394,0.050314499,1.9099168371,446,2:2,-5207.7130758972,-10315.3865907427,-10391.4261517944,898.8175713181,-9416.5690194247,163.5466401891,-10151.8399505261,12,NA
TRUE,2,365,54,155,156,0.1837486748,0.4169696763,0.3992816489,0.1907507022,0.4834496517,0.2200787153,Inf,0.0031333906,0.0029317665,0.050504999,1.3601179777,447,2:0,-240.9345254206,-411.0702825982,-457.8690508411,75.6499192359,-335.4203633623,8.1289507368,-402.941331857,12,NA
TRUE,2,6199,579,1358,4262,0.121890083,0.6636678606,0.2144420564,0.1217356454,0.3842917745,0.1817260437,Inf,0.0022496113,0.0020403819,0.050359699,1.7055556049,447,2:1,-6493.402905295,-12882.0200913775,-12962.8058105899,1252.275465054,-11629.7446263235,225.1973946991,-12656.8226966252,12,NA
TRUE,2,2146,243,936,967,0.1447160886,0.4268237164,0.428460195,0.1033838193,0.3089346811,0.1476747407,Inf,0.0020372647,0.0016299785,0.050314499,1.9480901348,447,2:2,-2303.4788828777,-4514.9014346772,-4582.9577657554,595.0420734164,-3919.8593612607,166.8200559105,-4348.0813787063,12,NA
TRUE,2,524,46,202,276,0.1079268267,0.3811662414,0.5109069319,0.1909690236,0.4899902968,0.2429113867,Inf,0.0025372936,0.0017251633,0.051851899,1.3727211812,448,2:0,-431.7390483151,-788.3401964184,-839.4780966303,57.1548518676,-731.1853445508,5.2945008174,-783.0456955989,12,NA
TRUE,2,946,63,284,599,0.0841685944,0.6223229787,0.2935084269,0.1319253499,0.3716260735,0.1906908519,Inf,0.0014294386,0.0011327725,0.050632899,1.62284872,448,2:1,-1116.0681856056,-2149.9094603825,-2208.1363712112,105.2996381478,-2044.6098222347,17.1615292419,-2132.7479311357,12,NA
TRUE,2,758,134,259,365,0.2027254359,0.4598025368,0.3374720273,0.133971285,0.5784857453,0.2514575255,Inf,0.0023995976,0.0021461135,0.052083299,1.6360310171,449,2:0,-570.7256023959,-1061.8830041641,-1117.4512047918,95.4783249392,-966.4046792248,1.6231169616,-1060.2598872017,12,NA
TRUE,2,2879,425,669,1785,0.188240595,0.5873215846,0.2244378204,0.1746596201,0.4459838961,0.1998266267,Inf,0.0024031088,0.0017317835,0.050314499,1.404635892,449,2:1,-2703.7977010365,-5312.0130225856,-5383.595402073,586.8326283839,-4725.1803942018,21.993572548,-5290.0194500516,12,NA
TRUE,2,734,103,148,483,0.1644196102,0.6384685918,0.197111798,0.0996653205,0.4105735497,0.1972054958,0.1497135764,0.0027650518,0.0023537031,0.050632899,2.0326412081,449,2:2,-722.2933070863,-1365.4045058292,-1420.5866141725,139.0584526769,-1226.3460531523,30.9701285824,-1334.4343772482,12,NA
TRUE,2,1130,90,656,384,0.0944143858,0.3282463088,0.5773393054,0.2714681318,0.6212980613,0.2995112647,Inf,0.0025285762,0.0023387297,0.056603799,1.2634397169,450,2:0,-827.1225050881,-1569.8853352357,-1630.2450101762,87.4591276478,-1482.4262075879,3.340314338,-1566.5450208967,12,NA
TRUE,2,2239,133,750,1356,0.0771638854,0.3309189955,0.5919171191,0.2488000863,0.4609520008,0.2275162687,Inf,0.0027901463,0.0015579981,0.050314499,1.2534919522,450,2:1,-2055.5562347588,-4018.5470541183,-4087.1124695175,240.6370481371,-3777.9100059812,32.8105650344,-3985.7364890749,12,NA
TRUE,2,500,16,301,183,0.0306171821,0.4222407467,0.5471420712,0.0593185915,0.3766757614,0.207003518,8.02192086424649e-5,0.0011581518,0.0087353629,0.051612899,7.6980221339,450,2:2,-527.3479730061,-980.1206488312,-1030.6959460123,111.6638643412,-868.45678449,96.9816189997,-883.1390298199,12,NA
TRUE,2,2827,423,309,2095,0.1746850032,0.1051155363,0.7201994605,0.2729533448,0.6139467198,0.2902072062,Inf,0.0024923927,0.0022079704,0.050504999,1.2270414681,451,2:0,-2641.9121687712,-5188.46068125,-5259.8243375423,353.5597345096,-4834.9009467404,2.3895094022,-5186.0711718491,12,NA
TRUE,2,7906,989,655,6262,0.151360506,0.0793241153,0.7693153787,0.1421490444,0.4549700051,0.2212714892,Inf,0.0023419509,0.0015283003,0.050314499,1.5478820498,451,2:1,-9866.0310996296,-19624.357672333,-19708.0621992593,1063.4813604798,-18560.8763118532,54.1625589594,-19570.1951134115,12,NA
TRUE,2,1729,132,239,1358,0.0927230323,0.7694813098,0.1377956578,0.0915287673,0.3647917265,0.1774843083,0.0157213538,0.0016675068,0.001058951,0.050632899,2.2380932625,451,2:2,-2441.8862061562,-4794.3088304842,-4859.7724123124,165.8362434477,-4628.4725870365,19.9938296474,-4774.3150008436,12,NA
TRUE,2,242,40,134,68,0.1911068868,0.2634810402,0.5454120729,Inf,0.7109988459,0.3504034447,Inf,0.002156744,0.0012128223,0.055555599,0.9370067023,452,2:0,-159.4985028518,-253.1297529897,-294.9970057035,24.3207085143,-228.8090444754,2.600129e-4,-253.1294929768,12,NA
TRUE,2,1223,159,124,940,0.1570958388,0.0966521864,0.7462519748,0.3407218829,0.5124497653,0.2499407469,Inf,0.001806506,0.0014142801,0.052023099,1.1801985388,452,2:1,-1418.6466127122,-2751.9844797961,-2813.2932254243,166.3249990863,-2585.6594807098,1.303960712,-2750.680519086,12,NA
TRUE,2,1773,74,689,1010,0.0519197684,0.3871841057,0.5608961258,0.5090380555,0.5986706305,0.288141689,Inf,0.0032948422,0.0027324705,0.050504999,1.1101447285,453,2:0,-1251.3360383853,-2412.9069370977,-2478.6720767706,129.5436554801,-2283.3632816176,18.0960221075,-2394.8109149836,12,NA
TRUE,2,3896,92,933,2871,0.0333760785,0.7290213255,0.237602596,0.2591734192,0.451645384,0.2199153529,Inf,0.0022644254,0.0015446817,0.050724599,1.2433431811,453,2:1,-4423.6931807178,-8748.1738934585,-8823.3863614357,248.8514636757,-8499.3224297829,38.1586575124,-8710.0152359363,12,NA
TRUE,2,451,16,201,234,0.0517003126,0.50816840109999994,0.4401312863,0.2288047086,0.3649052768,0.1757895709,Inf,0.0018691173,0.0011710454,0.051546399,1.2907982092,453,2:2,-490.8736938665,-908.4097796589,-957.7473877329,53.7309665649,-854.678813094,10.8288368749,-897.5809427791,12,NA
TRUE,2,1933,147,1305,481,0.1043357718,0.666782802,0.2288814261,0.1504501178,0.5570344245,0.1850218083,Inf,0.0057593605,0.008530395,0.050420199,1.504051184,454,2:0,-1121.1555665493,-2151.5091913482,-2218.3111330987,431.3239853788,-1720.1852059692999,93.4599992556,-2058.0491920522,12,NA
TRUE,2,121,47,2,72,0.4423345743,0.5414963937,0.0161690321,0.1213601955,0.6079249388,0.2603183718,Inf,2.48103523634266e-5,0.0044477524,0.051282099,1.7317849881,454,2:1,-131.774224756,-205.9989629649,-239.5484495121,27.6615755473,-178.3373874176,0.001887505,-205.9970754599,12,NA
TRUE,2,2547,155,428,1964,0.0761813413,0.1652821765,0.7585364823,0.151970705,0.5190461373,0.2443763875,Inf,0.0027834011,0.0021413116,0.050420199,1.4965036708,455,2:0,-2601.8571235978,-5109.6021894958,-5179.7142471956,220.4587878041,-4889.1434016917,20.5775364862,-5089.024653016,12,NA
