tail,K_beta,N,N_Tail,N_C1,N_C2,pi_Tail,pi_C1,pi_C2,Mean_Tail,Mean_C1,Mean_C2,Variance_Tail,Variance_C1,Variance_C2,Scale_Tail,Shape_Tail,id,karyotype,NLL,BIC,AIC,entropy,ICL,reduced.entropy,reICL,size,PF,ratioM,ratioV,ratioN,minpi,QC,prob
TRUE,2,506,124,25,357,0.2876512184,0.0419185581,0.6704302235,0.1698704424,0.4971533305,0.2312166789,Inf,0.0031486352,0.0023435732,0.050541499,1.4235476956,411,2:1,-547.2832736648,-1019.8481072981,-1070.5665473295,118.4947537575,-901.3533535405,2.6003118587,-1017.2477954406,12,NA,0.15016205952433115,1.3435190332437665,13.76923076923077,0.0419185581,PASS,0.6836800415525138
TRUE,2,514,92,143,279,0.216706489,0.2667461398,0.5165473712,0.2693439708,0.5839565807,0.2600932884,Inf,0.0037760917,0.0043095212,0.060606099,1.2903454868,412,2:0,-279.7463773088,-484.5860754322,-535.4927546177,132.0282369248,-352.5578385074,7.675111862,-476.9109635667,12,NA,0.2451812743507915,1.1412649751064043,1.9444444444444444,0.2667461398,PASS,0.953647483599438
TRUE,2,5140,628,778,3734,0.1576781228,0.1441644271,0.69815745,0.1827788293,0.4414998333,0.2024604386,Inf,0.0024964616,0.0029825219,0.050387599,1.3805961988,412,2:1,-4863.2422443865,-9623.9467884716,-9702.484488773,1288.5760880871,-8335.3707003846,139.4166446275,-9484.530143881,12,NA,0.1806721172439465,1.1946996901534557,4.794608472400514,0.1441644271,PASS,0.9566615838292197
TRUE,2,4533,498,1172,2863,0.1509525713,0.5981881016,0.250859327,0.1218218954,0.3587274482,0.1632705778,Inf,0.0020017044,0.0020436997,0.050314499,1.703626499,412,2:2,-4769.0567826995,-9437.0838943876,-9514.1135653989,1214.5029098176,-8222.5809845701,176.3154069208,-9260.7684874175,12,NA,0.1971346768884894,1.0209797710391204,2.441602728047741,0.250859327,PASS,0.975074238885835
TRUE,2,460,52,258,150,0.1439491288,0.539517011,0.3165338602,0.1409410306,0.3945500974,0.1889817846,Inf,0.0026452471,0.0049407175,0.050314499,1.5551850886,413,2:0,-380.4722120065,-687.3697061391,-736.9444240129,141.9657251113,-545.4039810278,50.251624528,-637.1180815726,12,NA,0.08776786733762298,1.867771634642374,1.7152317880794703,0.3165338602,PASS,0.9679604308112161
TRUE,2,1421,80,481,860,0.080336975,0.3253625674,0.5943004576,0.110969061,0.3157112106,0.1700400405,Inf,0.0022025255,0.0026284428,0.051724099,1.8730548091,413,2:1,-1517.9383561141,-2948.7673186911,-3011.8767122283,442.0643824804,-2506.7029362107,234.8589958098,-2713.9083156996,12,NA,0.14331254173042818,1.1933767849679835,1.7863070539419088,0.3253625674,PASS,0.9644851657335559
TRUE,2,206,25,87,94,0.1395001473,0.4431475537,0.4173522989,0.122040373,0.3044406653,0.1686705944,Inf,0.0028708521,9.229446e-4,0.050314499,1.7014832475,413,2:2,-223.3081652174,-382.6818164093,-422.6163304348,54.0845299151,-328.5972864942,24.4846884834,-358.1971279287,12,NA,0.19505784998881825,3.110535670288336,1.0795454545454546,0.4173522989,PASS,0.9363474507355529
TRUE,2,18,15,1,2,0.8366932532,0.0555241178,0.1077826291,0.1206855648,0.242991,0.226395359,Inf,1e-9,2.80729951210094e-6,0.050314499,1.7149884464,414,2:0,-38.7667462428,-42.8490313909,-53.5334924857,0.2739690914,-42.5750622995,4.35241668868641e-21,-42.8490313909,12,NA,0.9266961961000268,2807.29951210094,1.5,0.0555241178,FAIL,2.2204460492503126e-16
FALSE,2,101,0,32,69,0,0.6868394808,0.3131605192,NA,0.3524579539,0.1848709457,NA,0.0017681403,0.0016054551,NA,NA,414,2:1,-119.8168836405,-202.7128031463,-223.633767281,4.8187247686,-197.8940783777,4.8187247686,-197.8940783757,8,NA,0.0934919082852943,1.1013327622803029,2.121212121212121,0.3131605192,PASS,0.9414238878825114
TRUE,2,1246,53,515,678,0.0979030294,0.402271224,0.4998257466,0.1679807659,0.5369850474,0.1935894523,Inf,0.0041190989,0.008133375,0.051546399,1.4427077705,415,2:0,-690.46670043,-1295.4010764679,-1356.9334008601,337.5861704958,-957.8149059722,63.8526518283,-1231.548424646,12,NA,0.7738342198925681,1.9745520069935685,1.315891472868217,0.402271224,PASS,0.6962913302006354
TRUE,2,4785,419,1160,3206,0.1207298951,0.2316253898,0.6476447151,0.1489207395,0.4154912387,0.1922034702,Inf,0.0026120483,0.0043640774,0.050420199,1.5118773839,415,2:1,-4039.0742820855,-7976.4696685244,-8054.1485641711,1411.0411282553,-6565.4285402691,370.5044417519,-7605.9652266841,12,NA,0.1617259993675182,1.6707491205273655,2.7622739018087854,0.2316253898,PASS,0.9516306684904113
TRUE,2,3269,395,1709,1165,0.1578293233,0.5041454182,0.3380252585,0.1185723353,0.3400774572,0.1512365746,Inf,0.0031761549,0.0030090468,0.050359699,1.7382752194,415,2:2,-2967.9599588162,-5838.8130447517,-5911.9199176324,1139.320676626,-4699.4923681257,344.8850717284,-5493.9279728243,12,NA,0.24864559448968082,1.0555352279665442,1.4665523156089193,0.3380252585,PASS,0.9651782511283945
TRUE,2,724,10,10,704,0.0780717684,0.0106159192,0.9113123124,0.1097583679,0.3192291022,0.161342354,Inf,1.58957690824568e-5,0.0046741491,0.051724099,1.8912682114,416,2:0,-951.0844142982,-1823.1513318879,-1878.1688285965,165.8946347072,-1657.2566971807,9.9292026232,-1813.2221292647,12,NA,0.021417846674035568,294.0498868443287,64.0909090909091,0.0106159192,FAIL,2.2204460492503126e-16
TRUE,2,5063,141,0,4922,0.1147152889,0.0059543075000000004,0.8793304036,0.0991598803,0.2290535323,0.1266245802,0.1514218533,6.10691159513877e-6,0.002514236,0.050359699,2.0319572111,416,2:1,-8375.0280911169,-16647.6996085702,-16726.0561822339,1555.8279150821,-15091.8716934881,56.1943895109,-16591.5052190559,12,NA,0.19108160565495003,411.7033562433399,4923,0.0059543075000000004,FAIL,2.2204460492503126e-16
TRUE,2,1130,155,6,969,0.2136237161,0.0047849957,0.7815912882,0.0911646758,0.2540365286,0.135197424,0.0160740368,1.2561837398679e-6,0.0024301378,0.050314499,2.2316837507,416,2:2,-1855.8880830393,-3627.4164911382,-3687.7761660787,436.4643147491,-3190.9521763891,5.5778289198,-3621.8386622184,12,NA,0.12099579205000266,1934.5400858759347,138.57142857142858,0.0047849957,FAIL,2.2204460492503126e-16
TRUE,2,346,1,61,284,0.0028901734,0.1790578701,0.8180519565,0.0735294,0.5077816688,0.2474447245,1.00000000329517e-18,0.004712486,0.003476481,0.073529399,73529400.878854,417,2:0,-346.4024909311,-622.6477165615,-668.8049818622,16.1261169639,-606.5215995976,16.1261168199,-606.521599719,12,NA,0.05210141305720173,1.3555333683687614,4.596774193548387,0.1790578701,PASS,0.9490403001625441
TRUE,2,5211,200,648,4363,0.056191101,0.1241958309,0.819613068,0.1626664606,0.4009801167,0.1955110977,Inf,0.0029703699,0.0021805295,0.050420199,1.4491926793,417,2:1,-6187.0984611873,-12271.4945977156,-12350.1969223745,730.0766385009,-11541.4179592147,200.0461283014,-12071.4484695203,12,NA,0.05093276758785237,1.362224129506159,6.724191063174114,0.1241958309,PASS,0.9267350401043694
TRUE,2,1871,36,347,1488,0.0315323036,0.7840343752,0.1844333213,0.12513449,0.3351749483,0.1627036502,Inf,0.0023451712,0.0012945063,0.050420199,1.6748400914,417,2:2,-2530.7525047412,-4971.094269567,-5037.5050094823,205.2331842106,-4765.8610853564,73.8675674348,-4897.2267020926,12,NA,0.060033366725290804,1.811633670689745,4.278735632183908,0.1844333213,PASS,0.937771605596952
TRUE,2,594,111,254,229,0.2217122847,0.359280339,0.4190073762,0.1326584215,0.4060930274,0.1954312923,Inf,0.0024244685,0.0014477811,0.050420199,1.6130993282,418,2:0,-516.6358983333,-956.6292448342,-1009.2717966666,113.9698721047,-842.6593727295,14.6188033439,-942.0104414848,12,NA,0.07793246731756875,1.6746098564209742,1.108695652173913,0.359280339,PASS,0.979569912250974
TRUE,2,1874,154,445,1275,0.1069826964,0.2345598274,0.6584574762,0.096835874,0.3187731808,0.1608279364,0.0552515322,0.0018330422,0.0013136721,0.050314499,2.0815350784,418,2:1,-2318.2903899602,-4546.1508143668,-4612.5807799204,355.5219378002,-4190.6288765665,99.5140775873,-4446.6367367723,12,NA,0.01792407503650595,1.395357486849268,2.8609865470852016,0.2345598274,PASS,0.9727183499527202
TRUE,2,284,27,58,199,0.1212773538,0.1969046459,0.6818180003,0.1973681033,0.4199309985,0.2037064768,Inf,0.0040146705,0.0014313101,0.050847499,1.3470330963,419,2:0,-297.4148234669,-527.041956076,-570.8296469339,50.0543495908,-476.9876064851,6.8877633566,-520.1541927176,12,NA,0.061451383857030084,2.804892175357388,3.389830508474576,0.1969046459,PASS,0.9159852801426714
TRUE,2,12,2,1,9,0.1675086251,0.7491831321,0.0833082428,0.1378462607,0.247059,0.1946578273,4.03091971971073e-5,7.70371977754894e-34,3.210299e-4,0.131782999,22.7346711975,419,2:1,-59.817193128,-89.8155064586,-95.6343862561,0.3713132993,-89.4441931593,1.88043019948301e-14,-89.8127642472,12,NA,0.7308036700767182,4167206353164377e14,5,0.0833082428,FAIL,2.2204460492503126e-16
TRUE,2,5927,118,3510,2299,0.0544659587,0.5817388004,0.3637952409,0.1920068966,0.5306444164,0.1978544846,Inf,0.0033260244,0.0083638114,0.050504999,1.3569210014,420,2:0,-3783.4239741607,-7462.6006667799,-7542.8479483213,1078.1718499038,-6384.4288168761,289.97666509970003,-7172.6240017403,12,NA,0.6819933724160836,2.5146572586779583,1.5265217391304349,0.3637952409,PASS,0.6899127113569011
TRUE,2,7307,945,2102,4260,0.1613981828,0.2769973004,0.5616045168,0.1545363441,0.4062300624,0.1967833221,Inf,0.0022362029,0.0026940001,0.050504999,1.4854786694,420,2:1,-6383.0685090153,-12659.3779611691,-12742.1370180306,1856.3464850331,-10803.0314761361,338.7908264131,-12320.5871346155,12,NA,0.06435209074051906,1.2047207791386014,2.026153114598193,0.2769973004,PASS,0.9880763575875358
TRUE,2,7903,1665,4276,1962,0.2827647749,0.5042708836,0.2129643416,Inf,0.33728575,0.1551122938,Inf,0.001866623,0.0022916292,0.050359699,0.8780765723,420,2:2,-6067.3070460692,-12026.9141195799,-12110.6140921384,2973.9598750231,-9052.9542445568,419.9344310039,-11606.979688244,12,NA,0.17446175114199747,1.2276872191117327,2.1788079470198674,0.2129643416,PASS,0.9885181401524642
TRUE,2,204,40,100,64,0.2189072766,0.2956064882,0.4854862351,0.2046268049,0.6839236297,0.3309009901,Inf,0.001980839,0.002493783,0.054347799,1.3616459843,421,2:0,-135.8614739228,-207.9055079194,-247.7229478455,20.5465689277,-187.3589389917,0.0116403667,-207.8938675527,12,NA,0.06685277518606014,1.2589528982416036,1.5538461538461539,0.2956064882,PASS,0.9785509713197481
TRUE,2,5701,1007,1619,3075,0.2061937704,0.5149099404,0.2788962892,0.1323134088,0.4997004141,0.2391447057,Inf,0.0025195158,0.0019076015,0.050314499,1.6135996092,421,2:1,-4674.3582157925,-9244.9356690606,-9324.7164315849,795.4901823369,-8449.4454867236,46.502975194,-9198.4326938535,12,NA,0.08953157728216432,1.3207767974600564,1.8987654320987655,0.2788962892,PASS,0.9843614206592743
TRUE,2,591,101,313,177,0.1885693914,0.2854927619,0.5259378467,0.086110975,0.3897724704,0.1945875659,0.0076003147,0.001976092,9.271457e-4,0.050314499,2.4055712912,421,2:2,-604.8435496205,-1133.1053070321,-1185.687099241,51.0245647181,-1082.080742314,6.2669514157,-1126.8383556127,12,NA,0.0030697675734687735,2.1313715848544623,1.7640449438202248,0.2854927619,PASS,0.9724800932943636
TRUE,2,1173,165,455,553,0.1635020548,0.3852495716,0.4512483736,0.135655295,0.5296021233,0.2549473778,Inf,0.002168597,0.00200424,0.050359699,1.5904138239,422,2:0,-912.8608133393,-1740.9137884948,-1801.7216266786,125.3125456269,-1615.6012428679,5.002713366,-1735.9110751273,12,NA,0.07729974659892358,1.0820046501416996,1.2149122807017543,0.3852495716,PASS,0.9867085638865926
TRUE,2,3225,321,707,2197,0.1232403029,0.6619835901,0.214776107,0.1244922117,0.4111009874,0.1983349918,Inf,0.0019546784,0.0011495311,0.050251299,1.6768680124,422,2:1,-3753.2356061464,-7409.526953542,-7482.4712122927,396.4333900086,-7013.0935635333,28.5671208007,-7380.9598327319,12,NA,0.07276075527082071,1.7004136730185033,3.1045197740112993,0.214776107,PASS,0.9643959033583875
TRUE,2,150,15,58,77,0.1062660186,0.5098484552,0.3838855261,0.0643659451,0.3497013552,0.1622045475,3.151104e-4,0.0014621149,0.0012003347,0.050847499,4.7613419857,422,2:2,-174.7128849386,-289.298146348,-325.4257698772,8.8249639254,-280.4731824226,2.3556646955,-286.9424816516,12,NA,0.1559281819765257,1.2180893379154998,1.3220338983050848,0.3838855261,PASS,0.9774620405474566
TRUE,2,1183,128,551,504,0.1192953977,0.4171100202,0.4635945821,0.1427910514,0.6678749755,0.330455854,Inf,0.002473348,0.0024046082,0.050847499,1.553029524,423,2:0,-819.8823286463,-1554.8549509249,-1615.7646572926,66.8077642259,-1488.047186699,2.029448023,-1552.8255029015,12,NA,0.021071702666825676,1.0285866944976734,1.0930693069306932,0.4171100202,PASS,0.9906745186102676
TRUE,2,2952,164,460,2328,0.0684662267,0.1544412048,0.7770925685,0.1601709687,0.4960526344,0.2416018849,Inf,0.0023675088,0.0015427917,0.050632899,1.4622401977,423,2:1,-3486.1361104445,-6876.3893626604,-6948.272220889,215.6939211783,-6660.695441482,17.2790048453,-6859.1103578261,12,NA,0.05318197167757299,1.5345615354295725,5.052060737527115,0.1544412048,PASS,0.945039806880965
TRUE,2,203,11,128,64,0.0698715626,0.6305172525,0.2996111849,0.146012079,0.3760920288,0.1881662344,Inf,0.0022635418,8.278092e-4,0.050955399,1.5360527953,423,2:2,-211.9260329581,-360.0935941676,-399.8520659161,19.1288017916,-340.9647923761,4.493965698,-355.5996284656,12,NA,0.0012778063012564012,2.7343762306579826,1.9846153846153847,0.2996111849,PASS,0.9620474672207239
TRUE,2,580,97,254,229,0.192031518,0.43058923,0.3773792521,0.2639969351,0.6232463995,0.2990443137,Inf,0.0033611791,0.0029445418,0.051546399,1.2426277662,424,2:0,-308.1907897756,-540.0252423086,-592.3815795511,77.8165784319,-462.2086638767,4.5587768186,-535.4664654881,12,NA,0.08412723782883313,1.1414947819725296,1.108695652173913,0.3773792521,PASS,0.9851200518579812
TRUE,2,4240,591,1127,2522,0.1803654517,0.2571997914,0.5624347569,0.4156250899,0.4535433872,0.2276369685,Inf,0.0034348492,0.0023089436,0.050420199,1.1380600322,424,2:1,-3189.2888049147,-6278.3497872506,-6354.5776098293,995.6509552219,-5282.6988320287,176.6798164682,-6101.6699708128,12,NA,0.007602235310913752,1.4876280217498599,2.2367021276595747,0.2571997914,PASS,0.9836490256307623
TRUE,2,1729,161,767,801,0.1137288679,0.4482276433,0.4380434887,0.1088047759,0.3753583847,0.1838537099,Inf,0.0017877268,0.0016076976,0.050420199,1.8635876399,424,2:2,-1703.4536251974,-3317.4436685665,-3382.9072503947,251.5991380184,-3065.8445305481,48.1690023691,-3269.2746661751,12,NA,0.04161441672382615,1.1119795165458977,1.0442708333333333,0.4380434887,PASS,0.9904705554187384
TRUE,2,478,58,255,165,0.1477783284,0.3249260588,0.5272956128,0.1666102155,0.5847899514,0.2480204152,Inf,0.0024782319,0.0060056372,0.052083299,1.4547690674,425,2:0,-303.3038237422,-532.5723186946,-582.6076474845,80.3921805273,-452.1801381673,7.7524777238,-524.8198409636,12,NA,0.3578299025442484,2.423355618979806,1.5421686746987953,0.3249260588,PASS,0.8847965913342241
TRUE,2,4464,523,1411,2530,0.1451790375,0.5434077901,0.3114131724,0.1324940728,0.4362111282,0.2081190772,Inf,0.0019700724,0.0017760132,0.050359699,1.6131379185,425,2:1,-4102.6899444987,-8104.5342829487,-8181.3798889975,663.7862733933,-7440.7480095555,50.4502589236,-8054.0840240034,12,NA,0.09596897155567463,1.1092667554497906,1.7924929178470255,0.3114131724,PASS,0.9856157564942449
TRUE,2,958,89,555,314,0.118583143,0.3079402309,0.5734766261,0.1020012111,0.3528440541,0.1569954397,Inf,0.0013854761,0.0016789645,0.050279299,1.9721082799,425,2:2,-1058.9491971949,-2035.5202210541,-2093.8983943898,152.6679269147,-1882.8522941394,18.0891668151,-2017.4310542282,12,NA,0.24747963873501,1.2118321636872695,1.765079365079365,0.3079402309,PASS,0.9581681330738727
TRUE,2,1051,130,80,841,0.1669679841,0.0710281477,0.7620038682,0.1608898756,0.4344549208,0.1991004574,Inf,0.0014811381,0.0022517995,0.050480799,1.4572160238,426,2:0,-1229.8988272645,-2376.3076860784,-2435.7976545289,227.3911426665,-2148.9165434119,8.1927692384,-2368.1149168432,12,NA,0.18208901412599143,1.520317045385572,10.395061728395062,0.0710281477,PASS,0.7734076925470363
TRUE,2,3934,127,1420,2387,0.0516740603,0.354467965,0.5938579746,0.4086402931,0.3376341817,0.18069294,Inf,0.0020528378,0.0016658689,0.050724599,1.1417221984,426,2:1,-4258.7368130307,-8418.1446820741,-8493.4736260614,754.4674182342,-7663.6772638398,357.9242801961,-8060.2204018625,12,NA,0.13144784904158402,1.232292529141999,1.680506685432794,0.354467965,PASS,0.9670727507831784
TRUE,2,782,59,370,353,0.0912552694,0.4404887829,0.4682559478,0.390718366,0.5625140662,0.2701191618,Inf,0.0029302731,0.0022993556,0.050504999,1.1484509543,427,2:0,-539.7483654995,-999.5544741125,-1055.496730999,74.3110736552,-925.2434004573,5.9297732147,-993.6247008959,12,NA,0.08246635466940067,1.2743888331148083,1.0480225988700564,0.4404887829,PASS,0.9871747211309045
TRUE,2,1645,72,469,1104,0.0597255461,0.6579906469,0.282283807,0.267782865,0.4358366077,0.2073837266,Inf,0.0020593246,0.0014949446,0.050724599,1.2336911648,427,2:1,-1745.443364806,-3402.0207816535,-3466.8867296119,163.1085365829,-3238.9122450706,17.4818347616,-3384.5389468877,12,NA,0.10159502312656388,1.3775256956010278,2.351063829787234,0.282283807,PASS,0.9711163509539075
TRUE,2,2921,122,1200,1599,0.0604105706,0.4806250846,0.4589643448,0.3722386915,0.5111917238,0.3559439548,Inf,0.0620658927,0.002142991,0.052631599,1.1646759419,428,2:0,-1219.7967544287,-2343.8373332288,-2415.5935088574,1237.4194309741,-1106.4179022547,885.1097601355,-1458.727573027,12,NA,0.5638420967502269,28.96227408327893,1.3322231473771857,0.4589643448,FAIL,5.707211975916447e-7
TRUE,2,12987,1692,2181,9114,0.1578062859,0.6812831373,0.1609105767,0.4481809338,0.5294129406,0.2561059256,Inf,0.0023832561,0.0019808016,0.050131899,1.1259440286,428,2:1,-11802.0123063807,-23490.3641631281,-23580.0246127614,2000.7279528097,-21489.6362103184,62.7195451937,-23427.6446179073,12,NA,0.06716396490905696,1.2031775923444326,4.177360219981669,0.1609105767,PASS,0.9899912846604918
TRUE,2,7084,802,2256,4026,0.1413335192,0.5465901709,0.31207631,0.2035935351,0.41560202,0.1989981696,Inf,0.0016652616,0.0013614742,0.050279299,1.3279493169,428,2:2,-7025.1986662853,-13944.0102045837,-14026.3973325705,1172.7922416379,-12771.2179629458,61.3750214736,-13882.6351830812,12,NA,0.08847157154957097,1.2231312205548954,1.7842268498006202,0.31207631,PASS,0.9903122703424739
TRUE,2,1519,44,827,648,0.0657470727,0.537497051,0.3967558763,0.1268676971,0.4310081438,0.1649932834,Inf,0.0052129277,0.0051925428,0.050473199,1.6606915455,429,2:0,-998.7986926647,-1909.6876952983,-1973.5973853294,382.6756162497,-1527.0120790486,146.5438532624,-1763.1438420332,12,NA,0.6122769055700847,1.0039258029803817,1.275808936825886,0.3967558763,PASS,0.8658713142613472
TRUE,2,5222,483,373,4366,0.1169222707,0.7897664942,0.0933112351,0.1063720269,0.3194687631,0.2126382583,Inf,6.583859e-4,0.0051867782,0.050359699,1.8990824149,429,2:1,-5758.725537505,-11414.7234460189,-11493.45107501,1708.3897056076,-9706.3337404114,840.4478495322,-10574.2755968807,12,NA,0.49759509105234234,7.8780213853303955,11.676470588235293,0.0933112351,FAIL,0.00828981769006972
TRUE,2,2726,32,616,2078,0.026367599,0.2230253929,0.7506070081,0.1867034004,0.3976768989,0.1896372253,Inf,0.0034363361,0.0026628977,0.053763399,1.4044185228,430,2:0,-2779.415218688,-5463.9033500289,-5534.8304373759,388.9988630995,-5074.9044869294,187.8244360976,-5276.0789139168,12,NA,0.09704027398042747,1.2904499110123533,3.3695299837925448,0.2230253929,PASS,0.9501961821011953
TRUE,2,7955,198,1083,6674,0.0449682765,0.135322386,0.8197093375,0.1683422836,0.3279692966,0.1585197647,Inf,0.0024351687,0.0016031685,0.050504999,1.4285994809,430,2:1,-10842.631616645,-21577.484562000802,-21661.2632332901,1302.6636359952,-20274.8209260056,421.0708936104,-21156.4136687436,12,NA,0.06894892394449803,1.518972397474127,6.157749077490775,0.135322386,PASS,0.915766061864368
TRUE,2,1429,17,335,1077,0.0325021886,0.7365972241,0.2309005873,0.1206571212,0.28378042,0.135836673,Inf,0.0020235953,0.0011477625,0.050420199,1.7178588896,430,2:2,-1993.6285993012,-3900.0804364672,-3963.2571986024,228.8516341227,-3671.2288023445,96.5530740852,-3803.5273623761,12,NA,0.08912964174262417,1.76307842432559,3.2083333333333335,0.2309005873,PASS,0.9473144126453005
TRUE,2,3579,1150,1172,1257,0.3657335482,0.3164173332,0.3178491186,0.2903069348,0.6673704127,0.288472585,Inf,0.0029750111,0.0052541704,0.050632899,1.2112573389,431,2:0,-1739.667557358,-3381.1410501868,-3455.335114716,838.9514926796,-2542.1895575072,16.2870914307,-3364.8539587391,12,NA,0.3134621707639913,1.7661011079925046,1.0724637681159421,0.3164173332,PASS,0.9641966552439946
TRUE,2,8012,2130,1698,4184,0.3283909792,0.1970297649,0.4745792559,0.2906016427,0.4784436433,0.231196324,Inf,0.0028526509,0.0029780607,0.050359699,1.2096207607,431,2:1,-5691.067331781,-11274.2703152007,-11358.1346635621,2388.9347820709,-8885.3355331298,222.6580933058,-11051.612221842,12,NA,0.06942582400228803,1.04396254725736,2.4632136550912302,0.1970297649,PASS,0.9929776952635542
TRUE,2,287,76,117,94,0.3097012439,0.2913216332,0.3989771229,0.1027126731,0.3879106089,0.167455724,Inf,0.0021551229,0.0016255988,0.050724599,1.9756968279,431,2:2,-286.261752834,-504.6097190788,-548.5235056679,67.2191380333,-437.3905810455,3.1972570676,-501.4124620097,12,NA,0.316496561801614,1.3257409515804268,1.2421052631578948,0.2913216332,PASS,0.9401798154782997
FALSE,2,1410,0,664,746,0,0.536227363,0.463772637,NA,0.5139980113,0.2020306332,NA,0.0021074707,0.0067658006,NA,NA,432,2:0,-996.4877839215,-1934.964807976,-1976.975567843,46.6188772384,-1888.3459307376,46.6188772384,-1888.3459305812,8,NA,0.5441587899750244,3.2103889273525845,1.1233082706766917,0.463772637,PASS,0.5562264193649558
FALSE,2,298,0,92,206,0,0.7030937368,0.2969062632,NA,0.414078801,0.1809139711,NA,0.0016822072,0.0048306041,NA,NA,432,2:1,-261.227141406,-476.8775349201,-506.4542828121,19.8119127937,-457.0656221264,19.8119127937,-457.0656221049,8,NA,0.28881605153157786,2.871586865161438,2.225806451612903,0.2969062632,PASS,0.7004459405563139
TRUE,2,2649,140,1247,1262,0.0702131093,0.4621019766,0.467684914,0.1538156264,0.4152048633,0.1995809822,Inf,0.00280605,0.0024502893,0.050314499,1.4861251299,433,2:0,-2185.3831526995,-4276.1830555278,-4346.7663053991,415.2853530176,-3860.8977025102,136.0000904345,-4140.1829650139,12,NA,0.08038290383761826,1.145191304553303,1.0120192307692308,0.4621019766,PASS,0.98835211300616
TRUE,2,3491,197,1081,2213,0.0974210507,0.5997537877,0.3028251616,Inf,0.3390949144,0.164183743,Inf,0.0030156818,0.0014325826,0.050504999,0.8578413848,433,2:1,-3469.9529200009,-6842.0105179165,-6915.9058400018,892.3019322536,-5949.7085856629,242.3430935889,-6599.6674241242,12,NA,0.06533794518255087,2.1050666118658707,2.0462107208872458,0.3028251616,PASS,0.9680326402667812
TRUE,2,1541,45,699,797,0.0503357909,0.4499620078,0.4997022013,0.113174963,0.2881245803,0.1414878668,Inf,0.0015358994,0.0012931484,0.050724599,1.8122386438,433,2:2,-1857.2502802798,-3626.4183185358,-3690.5005605597,276.7696839234,-3349.6486346125,107.260938685,-3519.1573798137,12,NA,0.03639072958304013,1.1877209143204293,1.14,0.4499620078,PASS,0.989085549290796
TRUE,2,415,15,274,126,0.0411933063,0.2996766679,0.6591300258,0.1491239126,0.6741412477,0.312282792,Inf,0.0025288065,0.0032488829,0.057692299,1.630988525,434,2:0,-335.94116131009997,-599.5429803773,-647.8823226201,14.4302147699,-585.1127656074,0.9368174367,-598.6061629413,12,NA,0.15875246721887892,1.284749505349658,2.1653543307086616,0.2996766679,PASS,0.9649706478024116
TRUE,2,1112,30,381,701,0.0342528185,0.3423629449,0.6233842366,0.141016029,0.4648647097,0.2479662386,Inf,0.0026287278,0.0023116853,0.050724599,1.5617875253,434,2:1,-1007.7677836654,-1931.3685816331,-1991.5355673308,91.7847000367,-1839.5838815964,46.8645781953,-1884.5040034338,12,NA,0.12529031240465005,1.1371477769919633,1.837696335078534,0.3423629449,PASS,0.9753489832463085
TRUE,2,4629,332,336,3961,0.0940197916,0.0695098204,0.836470388,0.1807583473,0.4478268311,0.222709468,Inf,0.0027298743,0.0022967158,0.050200799,1.3845108894,435,2:0,-5532.2002176254,-10963.1192815584,-11040.4004352508,658.8721095262,-10304.2471720322,86.1113916236,-10877.0078899115,12,NA,0.010811821884465278,1.1885990857031594,11.756676557863502,0.0695098204,PASS,0.8924258282116705
TRUE,2,13939,444,6263,7232,0.0463593155,0.4467722839,0.5068684006,0.1893310771,0.3661532427,0.1835648915,Inf,0.0022278341,0.0013968867,0.050314499,1.3619316464,435,2:1,-14320.9081009683,-28527.3068505879,-28617.8162019367,1687.997745101,-26839.3091054869,597.2354044025,-27930.0714459973,12,NA,0.005319864229048399,1.5948566909542485,1.1546934865900382,0.4467722839,PASS,0.986472023584056
TRUE,2,285,38,91,156,0.1626646769,0.525115644,0.3122196791,0.2102058385,0.566798991,0.2787742303,Inf,0.003937317,0.0041321763,0.057471299000000003,1.3762822686,436,2:0,-155.644940988,-243.4600118128,-287.289881976,53.8078848339,-189.6521269789,9.4009133979,-234.0590984132,12,NA,0.033182874866321654,1.0494903763146326,1.7065217391304348,0.3122196791,PASS,0.9840061927701956
TRUE,2,5113,578,975,3560,0.1411836106,0.6726833167,0.1861330727,0.1462749439,0.4368936533,0.214959749,Inf,0.0024265279,0.0015235324,0.050420199,1.5260062926,436,2:1,-5425.007710773,-10747.540922405,-10826.015421546,731.335090299,-10016.2058321061,72.8827665725,-10674.6581558119,12,NA,0.032444005598462056,1.5926985865216912,3.6485655737704916,0.1861330727,PASS,0.9715431725419267
TRUE,2,1042,106,317,619,0.1241154555,0.3005441671,0.5753403774,0.1008905166,0.351178561,0.1732613614,0.4544683592,0.00202132,0.0011990628,0.050724599,2.0111366726,436,2:2,-1166.582366994,-2249.7779673202,-2309.164733988,164.5027005805,-2085.2752667398,35.8711696815,-2213.9067976341,12,NA,0.026871762765682483,1.685749904008364,1.949685534591195,0.3005441671,PASS,0.976934543901208
TRUE,2,373,32,211,130,0.0999469361,0.5645822557,0.3354708082,0.1944365425,0.6263554243,0.3016546913,Inf,0.0031037199,0.0020953025,0.052631599,1.3711548957,437,2:0,-257.2154099425,-443.3718788494,-490.4308198851,24.7805079901,-418.5913708592,1.275040487,-442.0968383627,12,NA,0.07639875117035855,1.4812753289799443,1.618320610687023,0.3354708082,PASS,0.9777351481493753
