tail,K_beta,N,N_Tail,N_C1,N_C2,pi_Tail,pi_C1,pi_C2,Mean_Tail,Mean_C1,Mean_C2,Variance_Tail,Variance_C1,Variance_C2,Scale_Tail,Shape_Tail,id,karyotype,NLL,BIC,AIC,entropy,ICL,reduced.entropy,reICL,size,PF,ratioM,ratioV,ratioN,minpi,QC,prob
TRUE,2,409,121,216,72,0.3098304982,0.1806787474,0.5094907543,0.1774608693,0.3896237613,0.3356792163,Inf,7.327879e-4,5.872112e-4,0.050504999,1.3978153897,122,2:2,-522.4549515847,-972.7453212968,-1020.9099031694,107.567320589,-865.1780007079,82.1601101417,-890.3707029709,12,F,0.8392973339410172,1.247911994866583,2.9726027397260273,0.1806787474,FAIL,0.42050644798660436
TRUE,2,516,33,92,391,0.0778877215,0.1764448533,0.7456674252,0.2178788005,0.5868153469,0.2875921952,Inf,0.0018525015,0.0022128941,0.052173899,1.3148603241,123,2:0,-510.8163127655,-946.6793443453,-997.6326255311,39.7472745927,-906.9320697526,1.3948277022,-945.2845166427,12,P,0.04044253180066848,1.1945437561049208,4.21505376344086,0.1764448533,PASS,0.9599162609261686
TRUE,2,2178,193,550,1435,0.1082177861,0.6431164689,0.248665745,0.1400406765,0.44148907,0.2178066021,Inf,0.0019698223,0.0012674553,0.050314499,1.5607560737,123,2:1,-2357.9074484749,-4623.5809493078,-4691.8148969497,225.8040140064,-4397.7769353014,19.4069399182,-4604.1740093843,12,P,0.026977445786065868,1.5541552431868801,2.6061705989110706,0.248665745,PASS,0.974506618301706
TRUE,2,769,51,325,393,0.0833059934,0.4981974223,0.4184965843,0.1117604227,0.3575861088,0.1786338052,Inf,0.0012457671,7.9325e-4,0.050955399,1.8380129784,123,2:2,-936.2916243238,-1792.8421570136,-1848.5832486476,67.8339144756,-1725.008242538,6.6751494426,-1786.1670075687,12,P,0.0017829682329355556,1.5704596281121967,1.2085889570552146,0.4184965843,PASS,0.9882013445386515
TRUE,2,1478,395,505,578,0.3044207548,0.3634748006,0.3321044447,0.1393236354,0.5576482895,0.2388848276,Inf,0.0031868653,0.0036874174,0.050314499,1.5652734209,124,2:0,-972.3698401312,-1857.1583390444,-1920.7396802625,324.1478184801,-1533.0105205642,20.4103230935,-1836.7480159373,12,P,0.33438136319713285,1.1570672284140782,1.1442687747035574,0.3321044447,PASS,0.9570611187716065
TRUE,2,2456,600,533,1323,0.3258676249,0.193418099,0.4807142761,Inf,0.4147579805,0.1991429257,Inf,0.0026777742,0.0014790603,0.050279299,0.8453975381,124,2:1,-1690.2442792136,-3286.813086956,-3356.4885584272,807.7389113392,-2479.0741756168,46.7903220892,-3240.0227648846,12,P,0.0827151104770576,1.8104564093837148,2.4794007490636703,0.193418099,PASS,0.9716789576890293
TRUE,2,310,43,70,197,0.1788938058,0.6043166273,0.2167895669,0.1317158903,0.3239622208,0.1620465807,Inf,0.0030327939,0.0013515829,0.050359699,1.6190026623,124,2:2,-357.0656652635,-645.2924629573,-690.1313305271,93.3772388368,-551.9152241205,21.8092620409,-623.4832009466,12,P,8.080429678576362e-4,2.2438830056225187,2.788732394366197,0.2167895669,PASS,0.9576428155480738
FALSE,2,333,0,153,180,0,0.5746801491,0.4253198509,NA,0.3428360235,0.1659710967,NA,0.0022017897,0.005017225,NA,NA,125,2:0,-314.5520694522,-582.6389989845,-613.1041389043,63.7994618609,-518.8395371236,63.7994618609,-518.8395370973,8,P,0.065636910983911,2.2787030932154875,1.1753246753246753,0.4253198509,PASS,0.93487112812614
TRUE,2,620,51,69,500,0.1088016592,0.104900152,0.7862981888,0.0769285458,0.2864525187,0.1302923857,0.0021542144,8.817247e-4,0.0011704056,0.050724599,2.9357617883,125,2:1,-989.1205066572,-1901.084379578,-1954.2410133145,121.0096576086,-1780.0747219694,11.8870484265,-1889.1973311532,12,P,0.19853613978303253,1.3274048010677255,7.1571428571428575,0.104900152,PASS,0.8535597487986077
TRUE,2,575,281,201,93,0.5436154809,0.3198500251,0.136534494,0.165360685,0.3730054441,0.2188233156,Inf,0.0030540496,0.001611239,0.050420199,1.4386635272,126,2:0,-538.1269645727,-1000.0014886559,-1052.2539291455,163.3928120206,-836.6086766353,40.9010889314,-959.1003313399,12,P,0.2954035630195888,1.8954665322773343,2.148936170212766,0.136534494,PASS,0.8643040115067792
TRUE,2,102,61,14,27,0.6136345394,0.2797017824,0.1066636782,0.1169775892,0.3866067563,0.2868121456,Inf,4.766542e-4,0.0104261255,0.050314499,1.7547579752,126,2:1,-120.5507080192,-185.6017422789,-217.1014160383,36.6600096946,-148.9417325843,11.5187044311,-174.0830378441,12,F,0.652055841319992,21.87356263723261,1.8666666666666667,0.1066636782,FAIL,2.120670678127522e-5
TRUE,2,9,6,2,1,0.6686976925,0.1111010507,0.2202012568,0.0854417229,0.3531604439,0.247706,0.0050016973,1.828442e-4,1e-9,0.052173899,2.5682991221,126,2:2,-22.7338621353,-19.1010293426,-21.4677242706,0.1043854096,-18.996643933,2.54641732434693e-16,-19.1010293426,12,F,0.5742757789476234,182844.19999999998,1.5,0.1111010507,FAIL,2.2204460492503126e-16
TRUE,2,301,51,5,245,0.2470228099,0.0157213141,0.7372558759,0.1459953104,0.5802455596,0.1676837977,Inf,1.436484e-4,0.0034587652,0.050314499,1.525857779,127,2:0,-388.7059870381,-708.9266508992,-753.4119740762,112.7160686893,-596.2105822099,5.287932e-4,-708.926122106,12,F,1.460355547517517,24.077993211201797,41,0.0157213141,FAIL,3.860537736544712e-10
TRUE,2,3885,647,1378,1860,0.209757277,0.4448286167,0.3454141063,0.1119233025,0.3245802382,0.1536060741,Inf,0.0016115426,0.0013131141,0.050279299,1.8156397405,127,2:1,-4295.6142691917,-8492.0499992297,-8567.2285383833,1024.1120132987,-7467.937985931,125.7449394503,-8366.3050597387,12,P,0.11306903129815771,1.2272677598999204,1.3495286439448877,0.3454141063,PASS,0.9876407344831972
FALSE,2,890,0,93,797,0,0.900720948,0.099279052,NA,0.3958447885,0.197446635,NA,0.002725047,0.0076296289,NA,NA,128,2:0,-833.4574587906,-1612.5851458794,-1650.9149175812,120.7481351707,-1491.8370107087,120.7481351707,-1491.8370105561,8,F,0.004819117327575562,2.7998155261175315,8.48936170212766,0.099279052,PASS,0.5785061937181217
FALSE,2,2284,0,0,2284,0,0.9722303977,0.0277696023,NA,0.3389810239,0.2171333885,NA,5.943451e-4,0.0040879668,NA,NA,128,2:1,-2966.7996879942,-5871.7299074222,-5917.5993759884,155.2591874442,-5716.470719978,155.2591874442,-5716.4707203578,8,F,0.43883510388822566,6.878102974181162,2285,0.0277696023,FAIL,2.2204460492503126e-16
TRUE,2,148,4,44,100,0.026623017,0.67344839460000006,0.2999285884,0.0674624646,0.3533524388,0.1774284943,2.06045598254525e-5,0.0011761959,0.0011290802,0.063218399,15.8957167009,128,2:2,-195.7127811775,-331.4590150698,-367.4255623549,2.0823326183,-329.3766824515,1.7777903934,-329.6812246776,12,P,0.008479752961528586,1.0417292766271165,2.2444444444444445,0.2999285884,PASS,0.9834325292709228
TRUE,2,4797,276,1170,3351,0.0783145356,0.243641789,0.6780436754,0.1351605798,0.3742132268,0.1836132304,Inf,0.0035757398,0.0015008834,0.050420199,1.5949961344,129,2:0,-5224.931241199,-10348.1535303799,-10425.862482398,805.7753046954,-9542.3782256846,257.7187319825,-10090.4347983148,12,P,0.03805153901371616,2.3824234447526034,2.8625106746370625,0.243641789,PASS,0.9494068572690104
TRUE,2,27,21,1,5,0.8062643972,0.037037037,0.1566985657,0.4378374018,0.272727,0.241743792,Inf,3.08148791101958e-33,6.88988619983534e-5,0.056451599,1.1480170436,129,2:1,-60.417331053,-81.2846197139,-96.834662106,2.0565370249,-79.228082689,5.60577392814255e-15,-81.2846197139,12,F,0.8718345247103596,22358959044417163e12,3,0.037037037,FAIL,2.2204460492503126e-16
TRUE,2,35,1,23,11,0.0285714275,0.6223215651,0.3491070074,0.106383,0.2389681908,0.1743845142,1.00000001735826e-18,6.010632e-4,0.0010784955,0.106382999,106383000.076688,129,2:2,-76.8088784726,-110.9535802074,-129.6177569452,9.4248419897,-101.5287382177,9.4248412964,-101.5285833952,12,F,0.6296478681247488,1.7943129774040403,2,0.3491070074,PASS,0.7568781207096239
FALSE,2,500,0,307,193,0,0.4023160906,0.5976839094,NA,0.3632139444,0.1876417855,NA,0.0021642604,0.0032331849,NA,NA,130,2:0,-512.7919303396,-975.8669958918,-1009.5838606792,61.2125826,-914.6544132919,61.2125826,-914.6544132426,8,P,0.0643227017257304,1.4938982850677303,1.5876288659793814,0.4023160906,PASS,0.9509472977335449
TRUE,2,2858,24,1009,1825,0.0155720203,0.6318555772,0.3525724025,0.160167078,0.2930135465,0.1480072137,Inf,0.002191099,0.0012723267,0.051282099,1.4709749632,130,2:1,-3577.5893646978,-7059.6842010937,-7131.1787293956,422.9012240026,-6636.7829770911,287.0042953812,-6772.6799056679,12,P,0.02027523405773035,1.7221197983190952,1.807920792079208,0.3525724025,PASS,0.9699877612993998
TRUE,2,4146,19,2717,1410,0.0128436087,0.3399671405,0.6471892508,0.1834311198,0.2579899409,0.1290155429,Inf,0.0015233952,9.451201e-4,0.050359699,1.3784411311,130,2:2,-5514.9875853583,-10930.0163792007,-11005.9751707167,515.9397826431,-10414.0765965576,340.3213351568,-10589.6950442729,12,P,3.189142879622686e-4,1.6118535623144614,1.926293408929837,0.3399671405,PASS,0.9705689163846216
FALSE,2,64,0,14,50,0,0.8251057239,0.1748942761,NA,0.3905079765,0.2178489949,NA,0.0011711612,0.0113766659,NA,NA,131,2:1,-51.8118768893,-70.3526891117,-87.6237537786,12.8016257079,-57.5510634038,12.8016257079,-57.5510622862,8,F,0.20743732749716726,9.71400512585287,3.4,0.1748942761,FAIL,0.04203781113359585
FALSE,2,1348,0,651,697,0,0.5232150628,0.4767849372,NA,0.4132728079,0.1588174871,NA,0.0047915267,0.0044314494,NA,NA,132,2:0,-964.4213804258,-1871.1917425199,-1912.8427608517,135.8224499091,-1735.3692926108,135.8224499091,-1735.369292537,8,P,0.6021870478266749,1.0812549726958407,1.0705521472392638,0.4767849372,PASS,0.734898741832909
TRUE,2,5911,1652,1662,2597,0.3235606025,0.4086484797,0.2677909178,0.1032842496,0.3420904005,0.1548456396,Inf,0.001710419,0.0019981411,0.050279299,1.9485774152,132,2:1,-6683.5414821748,-13262.8681207397,-13343.0829643496,2072.873575793,-11189.9945449466,222.6119346706,-13040.2561859928,12,P,0.20923496059491242,1.168217319849698,1.5622369212266987,0.2677909178,PASS,0.9874299793285116
TRUE,2,440,58,105,277,0.1695122635,0.5949597584,0.2355279782,0.1043303327,0.4065059226,0.1810747088,Inf,0.0012265363,0.0032368733,0.050724599,1.946253237,133,2:0,-434.8245112284,-796.6077257338,-845.6490224568,111.4000876435,-685.2076380903,13.3265815324,-783.2811441971,12,P,0.2449624538620272,2.639035876883546,2.6226415094339623,0.2355279782,PASS,0.8765117749933422
TRUE,2,6040,646,1594,3800,0.1381106816,0.2546341424,0.607255176,0.1372990671,0.3297526574,0.1762410741,Inf,0.00160822,0.0016770516,0.050279299,1.5777916914,133,2:1,-6744.679672932,-13384.8854343728,-13465.3593458639,1512.9219921297,-11871.9634422431,420.5212970676,-12964.3641372377,12,P,0.12896818131682064,1.0427998656900175,2.3830721003134796,0.2546341424,PASS,0.972168133778868
TRUE,2,422,98,19,305,0.2847674932,0.6746694414,0.0405630654,0.1041543925,0.3493986072,0.1451078995,Inf,0.0021967843,0.0024645983,0.050420199,1.9383261522,134,2:0,-611.2697884438,-1149.9995131191,-1198.5395768876,184.0645509683,-965.9349621509,10.2180877649,-1139.7814253566,12,F,0.4078537998546383,1.1219118326728754,15.3,0.0405630654,FAIL,0.3922465563041692
TRUE,2,3235,458,656,2121,0.184549745,0.6201960926,0.1952541624,0.096705075,0.2883176791,0.1402452392,0.0540890869,0.0015038526,9.902972e-4,0.050279299,2.0830039551,134,2:1,-4477.5764626409,-8858.1715147987,-8931.1529252819,869.2100877523,-7988.9614270464,122.3321392395,-8735.8393755794,12,P,0.05581081215054873,1.5185871473735357,3.2298325722983257,0.1952541624,PASS,0.9720067230123658
TRUE,2,611,44,126,441,0.1004034801,0.2037932509,0.695803269,0.125714046,0.3970393201,0.1833141844,Inf,0.0037134551,0.0027334222,0.050314499,1.6673050567,135,2:0,-593.3526648458,-1109.7241661816,-1162.7053296917,143.0783372732,-966.6458289084,39.3543906299,-1070.3697755485,12,P,0.1658952437288863,1.3585369651274508,3.4803149606299213,0.2037932509,PASS,0.9385322906449941
TRUE,2,2485,118,321,2046,0.0670507121,0.8065248207,0.1264244672,0.1104953429,0.3343718171,0.1611992732,Inf,0.0018880171,0.0012347086,0.051094899,1.8601770561,135,2:1,-3575.7908120674,-7057.7652888723,-7127.5816241347,349.3079847694,-6708.4573041029,63.9303988985,-6993.8348899671,12,P,0.07427620771679777,1.529119583357563,6.357142857142857,0.1264244672,PASS,0.920540954948616
TRUE,2,2089,153,1249,687,0.1010812888,0.5873030944,0.3116156167,0.1088782664,0.3362811143,0.1517147924,Inf,0.0024477747,0.0025326689,0.050602399,1.8683251107,136,2:0,-2046.9866747803,-4002.2400604219,-4069.9733495606,511.5145219795,-3490.7255384424,168.931424676,-3833.3086356518,12,P,0.216534782009826,1.0346821952200094,1.816860465116279,0.3116156167,PASS,0.9632044982655157
FALSE,2,1822,0,1,1821,0,5.487596e-4,0.9994512404,NA,0.455285,0.1717361416,NA,1e-9,0.0030481736,NA,NA,136,2:1,-2682.6790316731,-5305.2965427237,-5349.3580633462,0.0015590284,-5305.2949836953,0.0015590284,-5305.2949836953,8,F,0.6510727198030866,3048173.6,911,5.487596e-4,FAIL,2.2204460492503126e-16
TRUE,2,560,114,291,155,0.2331769939,0.5113746805,0.2554483256,0.211999322,0.5420761725,0.2653442057,Inf,0.0032779438,0.0028490306,0.053763399,1.3397673421,137,2:0,-337.5719215664,-599.2086017281,-651.1438431328,94.4239622653,-504.7846394628,8.0904718041,-591.1181299178,12,P,0.0429169390375721,1.1505470667812414,1.8717948717948718,0.2554483256,PASS,0.9790356416427178
TRUE,2,3744,663,1018,2063,0.2130132363,0.5225032351,0.2644835287,0.1389815834,0.4160468355,0.2065491592,Inf,0.0021678856,0.0017964855,0.050847499,1.5769334228,137,2:1,-3431.632809598,-6764.5307011448,-6839.265619196,766.6205282391,-5997.9101729057,89.4918448657,-6675.0388562491,12,P,0.014275134846445603,1.2067370429652786,2.0255152109911676,0.2644835287,PASS,0.9868658552734092
TRUE,2,986,166,430,390,0.2001007656,0.3688714876,0.4310277468,0.1026865387,0.3374248234,0.1702395381,Inf,0.0017454517,9.578881e-4,0.050314499,1.9607129924,137,2:2,-1056.0024466588,-2029.2810170623,-2088.0048933175,171.0316129997,-1858.2494040626,25.6934114942,-2003.5876055621,12,P,0.01794091333944947,1.822187476804441,1.10230179028133,0.3688714876,PASS,0.9837885340465086
TRUE,2,308,55,74,179,0.2197424841,0.2236204733,0.5566370425,0.1189352841,0.424588277,0.1984101509,Inf,0.001693508,0.005287895,0.051020399,1.7512403049,138,2:0,-266.3457157788,-463.9302341618,-508.6914315575,105.8641445943,-358.0660895676,20.2966812446,-443.6335529235,12,P,0.13995239192169784,3.1224505582495032,2.4,0.2236204733,PASS,0.8932089033839578
TRUE,2,2887,140,1024,1723,0.0691959626,0.3444790767,0.5863249606,0.1075290264,0.3056833125,0.1592280747,Inf,0.0024291553,0.0022096893,0.050632899,1.8899181943,138,2:1,-3153.2694230892,-6210.9231680225,-6282.5388461785,838.856885049,-5372.0662829736,448.47717276,-5762.4459939334,12,P,0.08021724136315256,1.0993198455547573,1.681951219512195,0.3444790767,PASS,0.969629530245651
TRUE,2,212,15,57,140,0.0918710086,0.2617342207,0.6463947707,0.1420042775,0.3367331392,0.2076623787,Inf,0.0012949348,0.0019916411,0.054054099,1.6145990827,138,2:2,-243.1448125109,-422.0105897256,-462.2896250217,51.3521127258,-370.6584769999,26.7335511461,-395.2770385745,12,P,0.37845862448459,1.5380242310269212,2.4310344827586206,0.2617342207,PASS,0.8812797082645241
TRUE,2,575,22,371,182,0.042703357,0.3116526525,0.6456439905,0.0930699526,0.4200908666,0.1995825612,0.0171178481,0.002660449,0.0013809585,0.051282099,2.2272010789,139,2:0,-547.8389673207,-1019.4254941519,-1071.6779346415,29.4892798096,-989.9362143423,9.1563838924,-1010.2691102546,12,P,0.10484755819437774,1.926523497990707,2.0327868852459017,0.3116526525,PASS,0.9627212915697761
TRUE,2,3427,99,1158,2170,0.044137897,0.3368417881,0.6190203149,0.1520084851,0.3373979559,0.1695298902,Inf,0.0020348567,0.0013493691,0.051094899,1.5063232906,139,2:1,-3944.1821633731,-7790.6910404836,-7864.3643267461,479.3451582202,-7311.3458822635,185.99477932,-7604.6962611419,12,P,0.009802545722406242,1.5080060007302671,1.8731665228645384,0.3368417881,PASS,0.9803876509840264
TRUE,2,2009,32,1269,708,0.0219275767,0.627046611,0.3510258123,0.0859860827,0.2881608904,0.1450960196,0.0069140471,0.0015920703,9.682658e-4,0.050724599,2.4385270744,139,2:2,-2532.3110131097,-4973.3573178417,-5040.6220262195,192.0317550294,-4781.3255628123,118.1755304779,-4855.1817873168,12,P,0.013998652792815758,1.6442492340429662,1.7912552891396334,0.3510258123,PASS,0.9783924253156647
TRUE,2,74,30,2,42,0.4234129742,0.0248350594,0.5517519665,0.098764335,0.3527537534,0.1954483048,0.0253075061,4.38892987213631e-6,0.0037429254,0.053398099,2.1770449496,140,2:0,-101.8491540025,-152.0495268865,-179.6983080049,24.0024176359,-128.0471092505,0.4982059139,-151.5513209727,12,F,0.19515572795083158,852.8104820636225,14.333333333333334,0.0248350594,FAIL,2.2204460492503126e-16
TRUE,2,2461,650,462,1349,0.3048730422,0.1737125795,0.5214143783,0.1015526572,0.3192458714,0.1583282814,Inf,0.0013353663,0.0019051963,0.050279299,1.9806125587,140,2:1,-3051.72369548,-6009.7475143553,-6079.44739096,881.0892412925,-5128.6582730628,121.0570082581,-5888.6905060605995,12,P,0.016354049807806526,1.4267218665020975,2.915766738660907,0.1737125795,PASS,0.977241361954243
TRUE,2,752,25,308,419,0.0500128775,0.4082753252,0.5417117973,0.0889592847,0.2801024451,0.1366471093,0.0046127639,0.0020881728,0.0011048308,0.055363299,2.647914115,141,2:0,-926.5345150791,-1773.5961942709,-1829.0690301583,143.1964797033,-1630.3997145676,66.7680323949,-1706.8281618676,12,P,0.04982342132867901,1.890038547078883,1.3592233009708738,0.4082753252,PASS,0.9798110610213447
TRUE,2,2799,36,734,2029,0.0308309383,0.7052302546,0.2639388071,0.0981628037,0.2386120708,0.120906802,0.0783065195,0.0014439352,8.44706e-4,0.050504999,2.0597424552,141,2:1,-4308.2374593327,-8521.2307087912,-8592.4749186654,505.5732041285,-8015.6575046627,252.8477257417,-8268.3829830246,12,P,0.02647934729098189,1.7093938009200835,2.761904761904762,0.2639388071,PASS,0.9600893652188444
TRUE,2,1854,17,808,1029,0.0295176985,0.5307145378,0.4397677638,0.1793698686,0.2129015192,0.1066884666,Inf,0.0013552578,6.158638e-4,0.050632899,1.3933050402,141,2:2,-2782.6485784779,-5474.9959480022,-5541.2971569557,380.4042816179,-5094.5916663843,196.9824142375,-5278.0135337548,12,P,0.004456095538259541,2.2005803880663226,1.273176761433869,0.4397677638,PASS,0.9796848412700161
TRUE,2,1131,46,672,413,0.0483778475,0.5929421959,0.3586799566,0.2332890594,0.6489809637,0.3059301221,Inf,0.002888317,0.0028509704,0.050847499,1.2787056792,142,2:0,-822.6394674384,-1560.9086451634,-1621.2789348768,52.8909673633,-1508.0176778001,3.2913750643,-1557.6172700968,12,P,0.12133724932083112,1.0130996098731857,1.6256038647342994,0.3586799566,PASS,0.9809068279143394
TRUE,2,3841,70,828,2943,0.0257895981,0.215010935,0.7591994669,0.2277163883,0.4839630799,0.2328667174,Inf,0.0019806749,0.0016335377,0.050724599,1.2865929499,142,2:1,-4504.8791291709,-8910.7164020016,-8985.7582583417,175.2085793189,-8735.5078226827,20.7220841341,-8889.9943178753,12,P,0.07828360060869732,1.212506390271862,3.551266586248492,0.215010935,PASS,0.9643901953386486
FALSE,2,49,0,30,19,0,0.4869849029,0.5130150971,NA,0.2947176141,0.16798436,NA,0.0017850191,0.0115634069,NA,NA,143,2:1,-49.1097517997,-67.0849412144,-82.2195035993,16.084074134,-51.0008670805,16.084074134,-51.0008670789,8,F,0.2455651579706586,6.478029786908163,1.55,0.4869849029,FAIL,0.45400377008974924
TRUE,2,892,52,207,633,0.0763067624,0.6938596987,0.2298335388,0.1374916781,0.4355365812,0.204649416,Inf,0.0016673322,0.0012115972,0.051282099,1.5948538379,144,2:1,-1060.8824703453,-2040.2433470996,-2097.7649406905,77.3048998473,-1962.9384472523,3.3078928221,-2036.9354542766,12,P,0.12820827790683742,1.3761439858065039,3.048076923076923,0.2298335388,PASS,0.9559879225536861
FALSE,2,112,0,64,48,0,0.4443148931,0.5556851069,NA,0.5080703139,0.1554975016,NA,0.0038157207,0.0092006596,NA,NA,145,2:0,-70.0768999627,-102.4058089551,-124.1537999255,7.9012527996,-94.5045561555,7.9012527996,-94.5045561396,8,F,1.2673857050575275,2.4112508025023947,1.3265306122448979,0.4443148931,FAIL,0.0737982076052404
TRUE,2,11,1,2,8,0.0909090909,0.1817905642,0.7273003449,0.10101,0.2933746264,0.23964025890000001,1.00000006929355e-18,2.91555623401496e-6,1.516e-4,0.101009999,101009997.50033,145,2:1,-45.0977161638,-61.4206890541,-66.1954323277,0.002937145,-61.4177519092,0.002937145,-61.4177519091,12,F,0.7757707000207219,51.99693911965278,3,0.1817905642,FAIL,8.909876815728241e-13
TRUE,2,241,32,82,127,0.1578761361,0.3364358764,0.5056879875,0.1521997209,0.5452163728,0.2019581843,Inf,0.0127642552,0.0012309459,0.054644799,1.5601439472,146,2:1,-164.2878206476,-262.7580780933,-304.5756412952,42.8348790751,-219.9231990182,5.4636546082,-257.2944234842,12,F,0.6996498046848405,10.369468877551807,1.5421686746987953,0.3364358764,FAIL,0.021719107341078348
TRUE,2,571,72,282,217,0.154192818,0.3623686887,0.4834384934,0.1292808184,0.4089689467,0.1736143301,Inf,0.0022120287,0.0029886224,0.050531899,1.6416837128,147,2:0,-491.0276322547,-905.8865939935,-958.0552645094,138.0209689001,-767.8656250934,19.4568558337,-886.4297381495,12,P,0.35561745660302524,1.3510775877365426,1.298165137614679,0.3623686887,PASS,0.9437144893075388
TRUE,2,898,49,304,545,0.0728217053,0.5929277424,0.3342505523,0.1494277319,0.3344642444,0.1617683552,Inf,0.0015679127,9.658122e-4,0.050847499,1.5157981221,147,2:1,-1095.9459013461,-2110.2897618725,-2167.8918026922,122.8614556478,-1987.4283062248,19.2004483421,-2091.0893135243,12,P,0.06755050446355781,1.6234136408713828,1.7901639344262295,0.3342505523,PASS,0.9770271088966469
TRUE,2,933,98,327,508,0.13539581479999999,0.3443872421,0.5202169431,0.1149051912,0.4323942668,0.1894632678,Inf,0.0029841855,0.0021668986,0.050359699,1.7802202334,148,2:0,-789.8169473048,-1497.5730321993,-1555.6338946095,164.7991826913,-1332.7738495081,25.6819413276,-1471.8910908657,12,P,0.2822063179889902,1.3771689639745948,1.5518292682926829,0.3443872421,PASS,0.9540819294011528
TRUE,2,7842,508,1598,5736,0.0899696189,0.7081499603,0.2018804207,0.0952296233,0.3531913689,0.1560663329,0.0349243413,0.0021304971,0.001575616,0.050359699,2.1223486497,148,2:1,-9510.8953453171,-18914.1837004399,-18997.7906906341,1320.514464867,-17593.6692355729,219.1759628578,-18695.0077375469,12,P,0.2630849481566826,1.3521677236077825,3.5878674171357097,0.2018804207,PASS,0.9442390595290341
TRUE,2,1995,72,588,1335,0.0509119484,0.6565277584,0.2925602932,0.077830155,0.292643189,0.1313120591,0.0025846089,0.0015413258,0.0011656049,0.050314499,2.8285771222,148,2:2,-2630.2620658025,-5169.343339653,-5236.5241316049,278.8305187902,-4890.5128208628,79.886481884,-5089.4568577576,12,P,0.22860863660007924,1.3223398426001811,2.268251273344652,0.2925602932,PASS,0.9508971758953683
FALSE,2,818,0,317,501,0,0.614195672,0.385804328,NA,0.6585114601,0.2965599716,NA,0.0029956395,0.0053187559,NA,NA,149,2:0,-488.4312003579,-923.207502023,-960.8624007158,6.0616621524,-917.1458398706,6.0616621524,-917.145839852,8,P,0.2205001455429052,1.775499321597275,1.578616352201258,0.385804328,PASS,0.8981477588435294
TRUE,2,7117,204,1679,5234,0.0393661464,0.2343103057,0.7263235479,0.3440507469,0.4752396976,0.2328124735,Inf,0.0026295122,0.0018518805,0.050200799,1.1708382096,149,2:1,-7432.1564554531,-14757.8700120987,-14840.3129109063,539.8649722399,-14218.0050398588,99.8485887002,-14658.0214233799,12,P,0.04129826231153366,1.419914621920799,3.1160714285714284,0.2343103057,PASS,0.9729542709572279
TRUE,2,1781,20,638,1123,0.0186920183,0.6248570154,0.3564509664,0.1086752008,0.3789297505,0.188586665,0.0479649557,0.0019099609,0.0013197937,0.057324799,2.1163456766,149,2:2,-2064.0673565416,-4038.3155496837,-4104.1347130832,104.2904481317,-3934.025101552,46.0654706018,-3992.250079067,12,P,0.009313598604652196,1.4471662503010887,1.7589984350547732,0.3564509664,PASS,0.9835326260314508
TRUE,2,396,30,198,168,0.0934766232,0.4959573759,0.4105660009,0.1543343394,0.3716361903,0.1765901989,Inf,0.0034407856,0.0014430936,0.050251299,1.482800068,150,2:0,-346.5909714188,-621.4049723025,-669.1819428375,73.3160320626,-548.0889402398,22.1416896272,-599.2632826695,12,P,0.10451198659361172,2.3843121471815825,1.1775147928994083,0.4105660009,PASS,0.9698214799031606
TRUE,2,3008,58,983,1967,0.0346834166,0.3229695534,0.64234703,0.1435199132,0.3143341615,0.15749995989999999,Inf,0.0021033079,0.0013949283,0.050632899,1.5451020195,150,2:1,-3595.4886482112,-7094.8689282015,-7166.9772964223,469.501238153,-6625.3676900484,222.4832945866,-6872.385633596,12,P,0.00422703790161405,1.5078250975336867,2,0.3229695534,PASS,0.9772032153593412
FALSE,2,2265,0,162,2103,0,0.9317760433,0.0682239567,NA,0.5473179927,0.2052765547,NA,0.0027722675,0.0077712302,NA,NA,150,2:2,-1962.2520767327,-3862.701513162,-3908.5041534654,56.4931947526,-3806.2083184094,56.4931947526,-3806.2083184237,8,F,0.6662469735030099,2.8032035869554437,12.9079754601227,0.0682239567,FAIL,0.03770672829091017
TRUE,2,504,21,98,385,0.0604911707,0.7462251135,0.1932837158,0.1152492311,0.4208722364,0.1797230457,Inf,0.0020290949,0.0020969251,0.051020399,1.7943535227,151,2:0,-557.1708301492,-1039.6707450815,-1090.3416602984,61.0210321045,-978.6497129771,6.0894182078,-1033.5813268754,12,P,0.34178223922676354,1.0334287962578783,3.898989898989899,0.1932837158,PASS,0.8863281270975577
TRUE,2,8089,374,863,6852,0.0713552306,0.8240205321,0.1046242373,0.103011211,0.3421245858,0.1539483101,Inf,0.0019422945,0.0015448523,0.050314499,1.9547938974,151,2:1,-11429.3148121657,-22750.6504996152,-22834.6296243314,1293.2889625775,-21457.3615370377,183.6140229501,-22567.0364766988,12,P,0.22233414304948562,1.2572687369530406,7.931712962962963,0.1046242373,PASS,0.8952451570999532
TRUE,2,3249,80,460,2709,0.0468405497,0.8123758809,0.1407835694,0.0869817976,0.2858046878,0.1291040288,0.0079036258,0.00162647,0.0011710939,0.050724599,2.3990214624,151,2:2,-4998.4913493671,-9899.9494683061,-9972.9826987341,507.5350394637,-9392.4144288424,124.4263125762,-9775.5231557459,12,P,0.21375498856624375,1.3888467867521126,5.8785249457700655,0.1407835694,PASS,0.8815980673328215
